system:index,BurnDate,FirstDay,LastDay,QA,Uncertainty,.geo
49020_0,134.0,176.0,190.0,3.0,1.0,
49118_0,344.0,174.5,189.5,3.0,6.0,
49120_0,199.0,175.5,190.0,3.0,4.0,
49383_0,339.0,177.0,189.0,3.0,2.0,
49398_0,156.0,174.5,190.0,3.0,1.0,
49568_0,341.0,174.5,189.5,3.0,3.0,
49625_0,250.0,177.5,190.0,3.0,1.0,
49823_0,282.0,176.0,190.0,3.0,1.0,
50087_0,350.0,175.0,189.5,3.0,3.0,
50132_0,223.0,178.0,189.0,3.0,1.0,
50160_0,190.0,176.0,190.0,3.0,4.0,
50292_0,285.0,175.0,190.0,3.0,1.0,
50424_0,342.0,175.0,190.0,3.0,7.0,
50695_0,339.0,176.5,189.5,3.0,1.0,
50752_0,339.0,175.0,190.0,3.0,2.0,
50769_0,274.0,223.5,281.0,3.0,1.0,
50825_0,341.0,176.5,189.5,3.0,5.0,
51071_0,340.0,175.0,190.0,3.0,3.0,
51214_0,343.0,175.0,190.0,3.0,6.0,
51271_0,340.0,174.5,189.5,3.0,2.0,
51278_0,283.0,175.5,190.0,3.0,4.0,
51342_0,248.0,177.0,190.0,3.0,6.0,
51407_0,344.0,174.5,189.5,3.0,5.0,
51465_0,194.0,174.5,189.5,3.0,3.0,
51637_0,340.0,176.5,189.0,3.0,3.0,
51693_0,343.0,178.5,187.0,3.0,4.0,
51770_0,285.0,176.0,190.0,3.0,1.0,
51780_0,193.0,176.0,187.5,3.0,1.0,
51871_0,339.0,175.0,190.0,3.0,2.0,
51875_0,339.0,175.0,189.0,3.0,2.0,
51974_0,340.0,175.5,189.5,3.0,1.0,
52032_0,284.0,176.0,190.0,3.0,3.0,
52233_0,287.0,175.5,190.0,3.0,3.0,
52349_0,198.0,175.5,190.0,3.0,2.0,
52613_0,223.0,177.0,189.5,3.0,1.0,
53075_0,282.0,175.5,190.0,3.0,2.0,
53177_0,256.0,176.5,190.0,3.0,1.0,
53228_0,340.0,178.5,186.5,3.0,4.0,
53261_0,254.0,176.0,190.0,3.0,1.0,
53350_0,196.0,174.5,189.5,3.0,3.0,
53435_0,210.0,176.0,188.5,3.0,1.0,
53479_0,339.0,175.0,189.0,3.0,1.0,
53502_0,352.0,174.5,189.5,3.0,2.0,
53506_0,178.0,175.5,188.5,3.0,2.0,
53579_0,188.0,175.5,189.5,3.0,2.0,
53587_0,200.0,176.0,190.0,3.0,2.0,
53615_0,196.0,174.5,189.5,3.0,1.0,
53852_0,196.0,175.5,190.0,3.0,4.0,
54027_0,165.0,174.5,190.0,3.0,2.0,
54314_0,246.0,177.5,190.0,3.0,7.0,
54393_0,282.0,175.5,190.0,3.0,2.0,
54429_0,202.0,176.0,190.0,3.0,2.0,
54439_0,254.0,175.0,190.0,3.0,3.0,
54454_0,287.0,175.5,190.0,3.0,4.0,
54686_0,282.0,175.5,190.0,3.0,2.0,
54870_0,341.0,175.0,190.0,3.0,4.0,
55006_0,282.0,175.5,190.0,3.0,2.0,
55079_0,193.0,177.0,189.0,3.0,2.0,
55187_0,193.0,174.5,189.5,3.0,5.0,
55276_0,248.0,179.0,220.0,3.0,7.0,
55427_0,282.0,176.5,190.0,3.0,1.0,
55432_0,200.0,176.0,190.0,3.0,2.0,
55495_0,252.0,177.0,190.0,3.0,1.0,
55517_0,200.0,176.0,190.0,3.0,2.0,
55717_0,243.0,177.5,190.0,3.0,5.0,
55806_0,341.0,178.5,187.0,3.0,1.0,
55891_0,200.0,176.5,190.0,3.0,2.0,
56228_0,191.0,175.5,189.5,3.0,3.0,
56402_0,283.0,175.5,190.0,3.0,4.0,
56408_0,345.0,174.5,190.0,3.0,8.0,
56439_0,285.0,175.0,190.0,3.0,3.0,
56777_0,196.0,176.0,190.0,3.0,4.0,
57144_0,246.0,177.0,217.5,3.0,11.0,
57350_0,230.0,177.5,190.0,3.0,1.0,
57433_0,246.0,205.5,250.5,3.0,7.0,
57488_0,287.0,176.0,190.0,3.0,1.0,
57489_0,243.0,177.0,190.0,3.0,1.0,
57559_0,249.0,178.5,190.0,3.0,5.0,
57579_0,344.0,174.5,190.0,3.0,4.0,
57708_0,340.0,176.5,189.5,3.0,4.0,
57834_0,194.0,174.5,189.5,3.0,3.0,
57982_0,212.0,177.5,188.0,3.0,6.0,
57996_0,287.0,176.0,190.0,3.0,1.0,
58020_0,184.0,174.5,190.0,3.0,2.0,
58127_0,342.0,174.5,189.5,3.0,3.0,
58286_0,282.0,175.5,190.0,3.0,2.0,
58463_0,341.0,175.0,190.0,3.0,2.0,
58535_0,214.0,177.5,190.0,3.0,2.0,
58599_0,183.0,176.0,188.5,3.0,3.0,
58610_0,198.0,175.5,190.0,3.0,2.0,
58616_0,248.0,176.5,190.0,3.0,14.0,
58634_0,343.0,174.5,190.0,3.0,5.0,
58653_0,193.0,175.5,189.0,3.0,2.0,
58696_0,212.0,177.5,188.5,3.0,6.0,
58714_0,165.0,174.5,190.0,3.0,2.0,
58740_0,339.0,175.0,190.0,3.0,2.0,
58763_0,279.0,175.0,189.5,3.0,1.0,
58840_0,287.0,175.5,189.0,3.0,5.0,
59103_0,341.0,175.0,189.0,3.0,1.0,
59127_0,342.0,178.0,187.0,3.0,7.0,
59177_0,348.0,174.5,189.0,3.0,3.0,
59185_0,197.0,175.0,190.0,3.0,5.0,
59352_0,212.0,177.0,189.5,3.0,2.0,
59537_0,200.0,176.0,190.0,3.0,2.0,
59671_0,208.0,176.5,189.5,3.0,1.0,
59684_0,57.0,174.5,190.0,3.0,1.0,
59832_0,282.0,175.5,190.0,3.0,2.0,
59964_0,345.0,174.5,190.0,3.0,3.0,
60236_0,246.0,177.5,190.0,3.0,9.0,
60259_0,282.0,175.5,190.0,3.0,2.0,
60375_0,339.0,175.0,190.0,3.0,2.0,
60504_0,191.0,175.5,190.0,3.0,3.0,
60583_0,246.0,178.0,190.0,3.0,6.0,
60595_0,244.0,177.5,190.0,3.0,16.0,
60633_0,242.0,177.0,190.0,3.0,4.0,
60726_0,248.0,179.0,190.0,3.0,9.0,
61097_0,343.0,174.5,190.0,3.0,5.0,
61238_0,230.0,175.5,190.0,3.0,5.0,
61324_0,231.0,177.5,189.5,3.0,6.0,
61356_0,210.0,177.0,189.5,3.0,1.0,
61390_0,344.0,174.5,190.0,3.0,3.0,
61423_0,285.0,176.0,190.0,3.0,1.0,
61533_0,236.0,175.5,190.0,3.0,3.0,
61550_0,195.0,175.5,189.0,3.0,2.0,
61656_0,243.0,175.0,189.5,3.0,1.0,
61673_0,347.0,174.5,189.5,3.0,7.0,
61727_0,208.0,177.0,189.5,3.0,1.0,
61733_0,248.0,177.0,190.0,3.0,3.0,
61942_0,282.0,175.5,190.0,3.0,2.0,
61964_0,248.0,175.0,190.0,3.0,5.0,
62064_0,285.0,176.0,190.0,3.0,1.0,
62135_0,343.0,174.5,190.0,3.0,4.0,
62166_0,348.0,174.5,189.0,3.0,3.0,
62200_0,282.0,176.0,190.0,3.0,2.0,
62220_0,189.0,176.0,188.5,3.0,1.0,
62415_0,283.0,175.5,190.0,3.0,4.0,
62619_0,118.0,175.5,190.0,3.0,1.0,
62640_0,140.0,174.5,189.5,3.0,1.0,
62818_0,189.0,175.0,190.0,3.0,2.0,
62858_0,344.0,175.0,190.0,3.0,6.0,
62912_0,339.0,176.5,189.5,3.0,2.0,
63055_0,287.0,176.0,190.0,3.0,2.0,
63076_0,289.0,175.5,190.0,3.0,5.0,
63108_0,210.0,177.0,189.0,3.0,1.0,
63110_0,236.0,177.5,212.5,3.0,15.0,
63145_0,232.0,176.5,189.5,3.0,11.0,
63254_0,340.0,177.0,189.0,3.0,3.0,
63581_0,344.0,177.0,190.0,3.0,6.0,
63689_0,353.0,175.0,189.5,3.0,1.0,
63772_0,344.0,177.0,190.0,3.0,5.0,
64049_0,191.0,174.5,189.5,3.0,2.0,
64104_0,246.0,176.5,190.0,3.0,7.0,
64147_0,281.0,176.0,190.0,3.0,1.0,
64169_0,180.0,179.0,188.5,3.0,2.0,
64213_0,234.0,177.0,190.0,3.0,4.0,
64292_0,190.0,177.0,190.0,3.0,3.0,
64662_0,287.0,176.0,190.0,3.0,1.0,
64687_0,284.0,176.0,190.0,3.0,3.0,
64795_0,242.0,175.5,189.5,3.0,3.0,
64833_0,101.0,176.0,189.0,3.0,1.0,
64837_0,190.0,177.0,190.0,3.0,3.0,
65123_0,343.0,174.5,190.0,3.0,4.0,
65388_0,340.0,175.0,189.5,3.0,3.0,
65564_0,252.0,177.5,189.5,3.0,1.0,
65652_0,282.0,176.0,189.0,3.0,2.0,
65695_0,340.0,174.5,189.5,3.0,2.0,
65727_0,281.0,175.5,190.0,3.0,1.0,
65899_0,344.0,174.5,189.0,3.0,3.0,
65905_0,300.0,175.0,189.5,3.0,3.0,
65909_0,285.0,175.0,190.0,3.0,1.0,
65910_0,240.0,177.0,212.0,3.0,23.0,
65934_0,343.0,174.5,190.0,3.0,4.0,
65975_0,235.0,177.0,213.5,3.0,1.0,
66101_0,282.0,176.0,190.0,3.0,2.0,
66152_0,200.0,175.5,190.0,3.0,2.0,
66261_0,210.0,177.5,189.5,3.0,1.0,
66335_0,140.0,176.5,190.0,3.0,2.0,
66540_0,339.0,175.0,189.0,3.0,1.0,
66675_0,242.0,175.0,190.0,3.0,1.0,
66692_0,340.0,175.0,190.0,3.0,3.0,
66739_0,246.0,176.5,189.0,3.0,4.0,
66826_0,247.0,177.0,220.0,3.0,5.0,
66832_0,340.0,176.5,189.5,3.0,3.0,
66876_0,284.0,175.5,190.0,3.0,3.0,
66953_0,282.0,175.5,190.0,3.0,2.0,
66979_0,201.0,174.5,189.5,3.0,1.0,
66992_0,344.0,174.5,189.5,3.0,4.0,
67007_0,199.0,175.5,190.0,3.0,2.0,
67015_0,199.0,175.5,190.0,3.0,2.0,
67106_0,282.0,175.5,190.0,3.0,2.0,
67108_0,290.0,174.5,190.0,3.0,2.0,
67149_0,339.0,175.0,189.5,3.0,2.0,
67220_0,190.0,176.5,190.0,3.0,5.0,
67398_0,345.0,177.5,190.0,3.0,8.0,
67407_0,339.0,175.0,190.0,3.0,1.0,
67660_0,244.0,179.0,190.0,3.0,14.0,
67663_0,212.0,177.0,190.0,3.0,1.0,
67699_0,190.0,176.0,190.0,3.0,4.0,
67824_0,283.0,176.0,190.0,3.0,1.0,
67912_0,339.0,178.0,188.0,3.0,2.0,
68062_0,344.0,174.5,190.0,3.0,4.0,
68332_0,344.0,174.5,190.0,3.0,5.0,
68408_0,246.0,176.5,190.0,3.0,11.0,
68485_0,344.0,174.5,190.0,3.0,5.0,
68568_0,199.0,175.5,190.0,3.0,2.0,
68617_0,282.0,176.0,190.0,3.0,2.0,
68633_0,198.0,175.5,190.0,3.0,2.0,
68637_0,245.0,177.5,189.5,3.0,8.0,
68680_0,193.0,174.5,189.5,3.0,5.0,
68847_0,284.0,177.0,190.0,3.0,4.0,
68963_0,287.0,190.0,236.0,3.0,2.0,
69029_0,351.0,174.5,190.0,3.0,5.0,
69053_0,344.0,176.5,189.5,3.0,6.0,
69094_0,284.0,175.0,190.0,3.0,4.0,
69173_0,229.0,175.5,189.5,3.0,1.0,
69196_0,334.0,175.0,190.0,3.0,1.0,
69337_0,249.0,177.0,189.0,3.0,1.0,
69358_0,200.0,176.0,190.0,3.0,2.0,
69681_0,200.0,175.5,190.0,3.0,2.0,
69818_0,340.0,175.0,190.0,3.0,3.0,
70036_0,244.0,177.5,190.0,3.0,16.0,
70128_0,252.0,175.0,190.0,3.0,1.0,
70249_0,343.0,175.0,190.0,3.0,5.0,
70258_0,339.0,175.0,189.5,3.0,2.0,
70531_0,190.0,175.0,190.0,3.0,2.0,
70590_0,344.0,174.5,190.0,3.0,3.0,
70722_0,208.0,177.5,189.5,3.0,2.0,
70737_0,198.0,175.5,190.0,3.0,2.0,
70839_0,346.0,176.5,190.0,3.0,1.0,
70892_0,231.0,179.0,216.0,3.0,6.0,
70923_0,340.0,175.0,190.0,3.0,3.0,
70940_0,281.0,175.0,190.0,3.0,1.0,
70978_0,190.0,175.5,190.0,3.0,3.0,
70990_0,234.0,177.0,190.0,3.0,1.0,
71000_0,282.0,175.5,190.0,3.0,2.0,
71004_0,344.0,174.5,190.0,3.0,2.0,
71022_0,286.0,175.5,190.0,3.0,1.0,
71041_0,252.0,176.5,189.5,3.0,1.0,
71136_0,199.0,176.0,190.0,3.0,2.0,
71255_0,224.0,177.0,190.0,3.0,4.0,
71491_0,339.0,176.5,189.5,3.0,1.0,
71525_0,282.0,176.0,190.0,3.0,2.0,
71663_0,340.0,175.0,189.5,3.0,3.0,
71697_0,339.0,175.0,190.0,3.0,2.0,
71746_0,341.0,175.0,189.0,3.0,1.0,
71822_0,340.0,175.0,189.5,3.0,3.0,
71903_0,197.0,175.0,190.0,3.0,4.0,
71935_0,190.0,176.0,190.0,3.0,4.0,
71964_0,191.0,174.5,189.5,3.0,2.0,
71987_0,284.0,175.5,190.0,3.0,4.0,
71989_0,283.0,176.0,190.0,3.0,3.0,
72131_0,247.0,177.5,190.0,3.0,10.0,
72277_0,190.0,176.5,190.0,3.0,3.0,
72314_0,214.0,177.5,190.0,3.0,2.0,
72360_0,244.0,176.5,189.5,3.0,14.0,
72391_0,198.0,176.0,190.0,3.0,2.0,
72509_0,200.0,176.0,190.0,3.0,2.0,
72781_0,270.0,175.5,190.0,3.0,1.0,
73025_0,345.0,176.5,190.0,3.0,4.0,
73091_0,221.0,176.5,217.0,3.0,8.0,
73195_0,178.0,175.5,189.0,3.0,1.0,
73198_0,238.0,177.0,190.0,3.0,12.0,
73421_0,246.0,175.0,189.5,3.0,2.0,
73700_0,247.0,175.5,188.5,3.0,1.0,
74104_0,282.0,176.0,190.0,3.0,2.0,
74242_0,231.0,177.0,189.5,3.0,4.0,
74269_0,235.0,177.0,190.0,3.0,1.0,
74425_0,284.0,175.5,190.0,3.0,1.0,
74447_0,190.0,177.0,190.0,3.0,3.0,
74586_0,283.0,175.0,190.0,3.0,4.0,
74688_0,186.0,177.0,188.5,3.0,2.0,
74757_0,282.0,176.0,190.0,3.0,2.0,
74792_0,282.0,175.5,190.0,3.0,2.0,
74866_0,247.0,177.0,189.5,3.0,1.0,
75108_0,245.0,177.0,190.0,3.0,13.0,
75196_0,242.0,177.0,189.5,3.0,19.0,
75214_0,226.0,176.5,190.0,3.0,1.0,
75219_0,192.0,174.5,189.5,3.0,4.0,
75313_0,198.0,175.5,190.0,3.0,2.0,
75460_0,140.0,174.5,189.5,3.0,1.0,
75891_0,340.0,176.5,189.5,3.0,4.0,
76196_0,244.0,190.0,233.0,3.0,3.0,
76222_0,246.0,176.5,189.5,3.0,3.0,
76254_0,345.0,175.0,189.5,3.0,5.0,
76409_0,200.0,176.0,190.0,3.0,3.0,
76413_0,339.0,176.0,190.0,3.0,2.0,
76414_0,256.0,177.0,190.0,3.0,4.0,
76423_0,340.0,176.5,189.5,3.0,3.0,
76524_0,291.0,175.0,190.0,3.0,6.0,
76656_0,233.0,179.0,190.0,3.0,5.0,
76720_0,339.0,175.0,189.5,3.0,2.0,
76734_0,282.0,176.0,190.0,3.0,2.0,
77008_0,343.0,174.5,190.0,3.0,5.0,
77062_0,210.0,177.5,189.5,3.0,2.0,
77210_0,339.0,175.0,190.0,3.0,1.0,
77259_0,196.0,176.0,190.0,3.0,3.0,
77280_0,193.0,174.5,189.5,3.0,5.0,
77309_0,279.0,175.5,190.0,3.0,2.0,
77391_0,196.0,174.5,189.5,3.0,3.0,
77409_0,340.0,175.0,190.0,3.0,3.0,
77417_0,284.0,177.0,190.0,3.0,3.0,
77870_0,343.0,174.5,190.0,3.0,5.0,
78232_0,283.0,175.5,190.0,3.0,4.0,
78234_0,247.0,176.5,189.5,3.0,5.0,
78313_0,187.0,177.0,190.0,3.0,2.0,
78317_0,345.0,174.5,190.0,3.0,5.0,
78415_0,344.0,174.5,190.0,3.0,6.0,
78539_0,211.0,177.0,187.0,3.0,6.0,
78548_0,193.0,177.5,189.5,3.0,2.0,
78633_0,224.0,178.5,189.5,3.0,1.0,
78643_0,283.0,176.0,190.0,3.0,3.0,
78749_0,195.0,174.5,189.5,3.0,2.0,
78819_0,236.0,179.0,190.0,3.0,16.0,
78825_0,172.0,176.5,188.5,3.0,2.0,
78934_0,347.0,178.0,190.0,3.0,4.0,
79042_0,339.0,175.0,190.0,3.0,2.0,
79051_0,339.0,175.0,189.5,3.0,2.0,
79149_0,194.0,175.5,190.0,3.0,1.0,
79264_0,341.0,175.0,189.0,3.0,1.0,
79283_0,246.0,176.5,189.0,3.0,4.0,
79695_0,283.0,176.0,190.0,3.0,1.0,
79794_0,284.0,177.0,190.0,3.0,2.0,
79798_0,196.0,176.0,190.0,3.0,4.0,
80035_0,193.0,177.5,188.5,3.0,2.0,
80199_0,339.0,175.0,190.0,3.0,2.0,
80203_0,282.0,175.5,190.0,3.0,2.0,
80356_0,127.0,175.5,190.0,3.0,1.0,
80462_0,340.0,175.0,190.0,3.0,3.0,
80566_0,252.0,205.5,247.0,3.0,1.0,
80669_0,195.0,177.0,189.5,3.0,2.0,
80810_0,282.0,175.5,190.0,3.0,2.0,
80862_0,252.0,176.5,190.0,3.0,1.0,
80924_0,252.0,177.0,189.5,3.0,1.0,
80983_0,184.0,177.5,188.5,3.0,5.0,
81006_0,282.0,176.0,190.0,3.0,2.0,
81024_0,190.0,175.5,190.0,3.0,3.0,
81160_0,284.0,176.0,190.0,3.0,1.0,
81217_0,259.0,175.0,189.0,3.0,2.0,
81221_0,285.0,176.5,190.0,3.0,5.0,
81230_0,348.0,174.5,189.0,3.0,3.0,
81273_0,171.0,178.5,186.0,3.0,1.0,
81349_0,282.0,175.5,190.0,3.0,2.0,
81621_0,214.0,177.5,189.5,3.0,1.0,
81674_0,214.0,177.0,189.5,3.0,2.0,
81867_0,284.0,175.5,190.0,3.0,3.0,
81868_0,282.0,176.0,190.0,3.0,2.0,
81869_0,200.0,175.5,190.0,3.0,3.0,
81954_0,240.0,177.5,190.0,3.0,1.0,
82017_0,246.0,176.5,189.5,3.0,4.0,
82040_0,342.0,177.5,187.0,3.0,7.0,
82098_0,211.0,175.0,189.0,3.0,1.0,
82157_0,190.0,176.5,190.0,3.0,4.0,
82239_0,194.0,174.5,189.5,3.0,4.0,
82309_0,214.0,177.0,190.0,3.0,2.0,
82317_0,238.0,177.5,190.0,3.0,2.0,
82351_0,252.0,178.5,190.0,3.0,1.0,
82386_0,284.0,176.0,190.0,3.0,2.0,
82454_0,341.0,178.5,187.0,3.0,1.0,
82521_0,246.0,177.5,190.0,3.0,12.0,
82525_0,344.0,177.5,189.0,3.0,6.0,
82632_0,352.0,174.5,190.0,3.0,1.0,
82993_0,282.0,175.5,190.0,3.0,2.0,
83175_0,245.0,190.0,236.0,3.0,1.0,
83220_0,283.0,176.0,190.0,3.0,4.0,
83287_0,232.0,177.5,190.0,3.0,7.0,
83380_0,343.0,177.0,190.0,3.0,4.0,
83449_0,341.0,175.0,189.5,3.0,1.0,
83507_0,343.0,174.5,189.5,3.0,6.0,
83606_0,178.0,175.5,189.0,3.0,1.0,
83641_0,348.0,175.0,189.5,3.0,5.0,
83802_0,280.0,175.0,190.0,3.0,1.0,
83960_0,237.0,177.5,189.5,3.0,12.0,
83993_0,338.0,175.0,190.0,3.0,1.0,
84270_0,339.0,175.0,190.0,3.0,2.0,
84272_0,245.0,178.0,190.0,3.0,8.0,
84302_0,238.0,179.5,245.0,3.0,13.0,
84409_0,245.0,177.0,190.0,3.0,9.0,
84433_0,241.0,177.5,190.0,3.0,20.0,
84500_0,339.0,175.0,189.5,3.0,2.0,
84687_0,166.0,175.5,189.5,3.0,1.0,
84800_0,339.0,175.0,189.5,3.0,1.0,
84905_0,178.0,175.5,188.5,3.0,2.0,
84932_0,345.0,174.5,189.0,3.0,3.0,
85052_0,214.0,177.5,189.5,3.0,1.0,
85085_0,199.0,177.0,190.0,3.0,2.0,
85405_0,193.0,175.5,190.0,3.0,2.0,
85412_0,345.0,174.5,189.5,3.0,5.0,
85431_0,332.0,175.5,190.0,3.0,1.0,
85443_0,232.0,177.5,190.0,3.0,7.0,
85489_0,352.0,174.5,189.5,3.0,2.0,
85630_0,193.0,177.0,189.0,3.0,2.0,
85706_0,293.0,176.0,190.0,3.0,4.0,
85796_0,242.0,190.0,235.0,3.0,1.0,
85806_0,248.0,175.0,190.0,3.0,5.0,
85919_0,282.0,175.5,190.0,3.0,2.0,
85987_0,341.0,175.0,190.0,3.0,4.0,
86128_0,282.0,177.5,189.5,3.0,2.0,
86141_0,343.0,176.0,190.0,3.0,5.0,
86177_0,341.0,175.0,190.0,3.0,1.0,
86278_0,282.0,176.0,190.0,3.0,2.0,
86434_0,349.0,174.5,189.5,3.0,3.0,
86577_0,193.0,175.5,189.0,3.0,2.0,
86603_0,253.0,179.5,190.0,3.0,1.0,
86662_0,250.0,176.5,220.0,3.0,2.0,
86674_0,200.0,176.0,190.0,3.0,2.0,
86826_0,339.0,176.0,189.5,3.0,2.0,
86999_0,200.0,175.5,190.0,3.0,2.0,
87034_0,241.0,190.0,227.0,3.0,6.0,
87160_0,339.0,176.5,189.5,3.0,2.0,
87298_0,358.0,175.0,189.5,3.0,1.0,
87338_0,210.0,175.0,189.5,3.0,1.0,
87524_0,340.0,175.0,189.5,3.0,3.0,
87596_0,237.0,174.5,190.0,3.0,1.0,
87708_0,210.0,177.0,188.5,3.0,3.0,
87780_0,191.0,175.5,189.5,3.0,3.0,
88139_0,193.0,174.5,189.5,3.0,1.0,
88292_0,274.0,176.0,190.0,3.0,1.0,
88312_0,273.0,216.5,281.5,3.0,1.0,
88456_0,111.0,175.0,190.0,3.0,1.0,
88557_0,344.0,174.5,189.5,3.0,5.0,
88590_0,240.0,177.5,190.0,3.0,1.0,
88597_0,282.0,176.0,190.0,3.0,2.0,
88874_0,343.0,175.0,190.0,3.0,4.0,
89088_0,285.0,175.5,190.0,3.0,1.0,
89271_0,352.0,174.5,189.5,3.0,2.0,
89458_0,191.0,174.5,189.5,3.0,2.0,
89573_0,246.0,190.0,205.0,3.0,6.0,
89605_0,243.0,176.0,188.5,3.0,3.0,
89623_0,341.0,176.5,189.5,3.0,5.0,
89786_0,189.0,175.5,190.0,3.0,2.0,
89793_0,230.0,179.0,190.0,3.0,6.0,
90162_0,283.0,176.0,190.0,3.0,4.0,
90196_0,193.0,174.5,189.5,3.0,2.0,
90523_0,200.0,176.0,190.0,3.0,2.0,
90588_0,261.0,176.5,189.0,3.0,3.0,
90672_0,350.0,174.5,190.0,3.0,6.0,
90790_0,179.0,185.5,186.0,3.0,1.0,
90822_0,246.0,175.5,189.0,3.0,1.0,
90853_0,341.0,175.0,190.0,3.0,1.0,
90882_0,349.0,174.5,189.5,3.0,5.0,
90895_0,199.0,175.5,190.0,3.0,2.0,
91027_0,199.0,176.0,190.0,3.0,2.0,
91056_0,231.0,177.5,190.0,3.0,8.0,
91086_0,247.0,179.0,190.0,3.0,10.0,
91120_0,233.0,176.5,189.5,3.0,4.0,
91412_0,139.0,174.5,189.5,3.0,2.0,
91569_0,284.0,176.0,190.0,3.0,5.0,
91633_0,245.0,175.5,189.5,3.0,1.0,
91715_0,246.0,175.5,220.0,3.0,7.0,
91859_0,196.0,174.5,189.5,3.0,3.0,
91927_0,227.0,175.0,190.0,3.0,1.0,
91936_0,252.0,177.0,190.0,3.0,1.0,
91948_0,198.0,175.5,190.0,3.0,2.0,
91965_0,190.0,176.0,190.0,3.0,3.0,
92192_0,284.0,175.5,190.0,3.0,1.0,
92234_0,284.0,175.0,190.0,3.0,4.0,
92380_0,235.0,177.0,190.0,3.0,16.0,
92408_0,282.0,176.0,190.0,3.0,2.0,
92440_0,121.0,175.5,189.5,3.0,1.0,
92662_0,341.0,175.0,190.0,3.0,2.0,
92948_0,283.0,175.5,189.5,3.0,2.0,
92991_0,227.0,177.0,190.0,3.0,4.0,
92997_0,246.0,176.5,189.0,3.0,4.0,
93009_0,248.0,175.0,190.0,3.0,5.0,
93039_0,199.0,175.5,190.0,3.0,2.0,
93237_0,244.0,177.0,190.0,3.0,15.0,
93244_0,344.0,175.0,190.0,3.0,5.0,
93423_0,189.0,175.0,190.0,3.0,2.0,
93487_0,110.0,174.5,189.5,3.0,1.0,
93641_0,239.0,177.0,190.0,3.0,8.0,
93851_0,284.0,175.5,190.0,3.0,1.0,
93927_0,316.0,175.5,189.5,3.0,1.0,
93939_0,239.0,179.0,190.0,3.0,1.0,
94089_0,245.0,176.5,189.5,3.0,4.0,
94133_0,282.0,176.5,190.0,3.0,2.0,
94166_0,208.0,176.5,189.5,3.0,1.0,
94197_0,345.0,174.5,190.0,3.0,7.0,
94226_0,346.0,177.5,190.0,3.0,10.0,
94286_0,234.0,178.0,190.0,3.0,1.0,
94351_0,240.0,177.5,190.0,3.0,1.0,
94406_0,193.0,177.0,189.0,3.0,2.0,
94616_0,341.0,174.5,190.0,3.0,1.0,
94673_0,212.0,177.0,189.0,3.0,4.0,
94691_0,252.0,181.0,190.0,3.0,1.0,
94815_0,191.0,175.5,190.0,3.0,3.0,
94818_0,284.0,175.0,190.0,3.0,2.0,
94846_0,344.0,174.5,190.0,3.0,5.0,
95130_0,231.0,177.5,190.0,3.0,10.0,
95516_0,198.0,176.0,190.0,3.0,2.0,
95585_0,281.0,176.5,190.0,3.0,1.0,
95784_0,200.0,176.0,190.0,3.0,2.0,
96003_0,260.0,190.0,267.0,3.0,1.0,
96025_0,191.0,174.5,189.5,3.0,2.0,
96034_0,279.0,176.0,189.0,3.0,2.0,
96140_0,200.0,175.5,190.0,3.0,2.0,
96184_0,244.0,175.0,189.0,3.0,1.0,
96231_0,227.0,177.0,190.0,3.0,8.0,
96401_0,190.0,175.5,190.0,3.0,3.0,
96475_0,346.0,174.5,189.5,3.0,8.0,
96535_0,199.0,174.5,189.5,3.0,2.0,
96627_0,341.0,175.0,190.0,3.0,3.0,
96863_0,188.0,176.0,189.5,3.0,2.0,
96874_0,248.0,177.5,190.0,3.0,5.0,
96875_0,284.0,176.0,190.0,3.0,4.0,
96913_0,340.0,175.0,189.5,3.0,3.0,
96951_0,92.0,193.0,235.0,3.0,1.0,
97001_0,282.0,176.5,190.0,3.0,2.0,
97012_0,282.0,175.5,190.0,3.0,2.0,
97038_0,282.0,176.0,190.0,3.0,1.0,
97065_0,340.0,177.5,187.0,3.0,2.0,
97156_0,343.0,175.0,190.0,3.0,1.0,
97305_0,284.0,175.0,190.0,3.0,3.0,
97341_0,239.0,179.5,216.0,3.0,8.0,
97342_0,192.0,174.5,189.5,3.0,4.0,
97441_0,345.0,174.5,190.0,3.0,3.0,
97454_0,273.0,208.0,281.5,3.0,1.0,
97549_0,211.0,177.5,189.5,3.0,1.0,
97655_0,199.0,175.5,190.0,3.0,3.0,
97863_0,283.0,175.5,190.0,3.0,1.0,
97940_0,340.0,175.0,190.0,3.0,3.0,
97979_0,339.0,176.0,190.0,3.0,2.0,
98061_0,341.0,176.5,189.5,3.0,4.0,
98216_0,228.0,177.5,190.0,3.0,1.0,
98220_0,193.0,177.0,216.5,3.0,1.0,
98313_0,289.0,175.5,188.5,3.0,7.0,
98612_0,282.0,176.0,190.0,3.0,2.0,
98631_0,252.0,177.5,189.5,3.0,1.0,
98767_0,239.0,177.0,189.0,3.0,8.0,
99297_0,272.0,175.5,190.0,3.0,2.0,
99301_0,340.0,175.0,189.5,3.0,2.0,
99367_0,213.0,176.0,189.5,3.0,2.0,
99380_0,282.0,176.5,190.0,3.0,2.0,
99583_0,193.0,175.0,189.5,3.0,2.0,
