system:index,elevation,.geo
91623_0,1464,
91624_0,624,
91626_0,729,
91627_0,82,
91628_0,376,
91629_0,1724,
91630_0,331,
91631_0,96,
91632_0,267,
91633_0,668,
91634_0,1215,
91635_0,1581,
91636_0,64,
91637_0,269,
91638_0,105,
91639_0,2413,
91640_0,1160,
91641_0,872,
91643_0,189,
91644_0,222,
91645_0,952,
91646_0,784,
91647_0,27,
91648_0,1293,
91649_0,415,
91650_0,26,
91651_0,70,
91652_0,424,
91653_0,153,
91654_0,1537,
91655_0,192,
91656_0,1158,
91657_0,1480,
91658_0,467,
91659_0,181,
91660_0,1215,
91661_0,746,
91662_0,371,
91664_0,656,
91666_0,511,
91667_0,752,
91668_0,81,
91669_0,1026,
91671_0,953,
91672_0,39,
91673_0,24,
91674_0,1904,
91675_0,698,
91676_0,854,
91677_0,719,
91678_0,1511,
91679_0,905,
91680_0,1225,
91681_0,118,
91683_0,149,
91684_0,195,
91685_0,309,
91686_0,723,
91687_0,2692,
91689_0,217,
91690_0,959,
91691_0,997,
91693_0,593,
91694_0,679,
91695_0,68,
91696_0,725,
91697_0,1627,
91698_0,65,
91700_0,978,
91701_0,2281,
91702_0,553,
91703_0,1245,
91704_0,720,
91706_0,238,
91707_0,234,
91708_0,75,
91709_0,1637,
91710_0,1321,
91711_0,262,
91712_0,176,
91713_0,1513,
91714_0,348,
91715_0,725,
91716_0,529,
91717_0,1524,
91718_0,187,
91719_0,2794,
91720_0,741,
91721_0,1915,
91722_0,2339,
91723_0,892,
91724_0,1795,
91725_0,2461,
91726_0,69,
91727_0,983,
91728_0,125,
91729_0,1728,
91730_0,273,
91732_0,63,
91733_0,126,
91734_0,553,
91736_0,1482,
91737_0,1535,
91738_0,1746,
91739_0,1294,
91740_0,2321,
91741_0,470,
91742_0,1033,
91743_0,367,
91744_0,3118,
91745_0,561,
91746_0,32,
91747_0,2100,
91748_0,1196,
91749_0,285,
91750_0,1262,
91751_0,392,
91752_0,656,
91753_0,2019,
91754_0,77,
91755_0,1218,
91756_0,475,
91757_0,1058,
91758_0,346,
91759_0,58,
91760_0,759,
91761_0,285,
91762_0,1562,
91763_0,1686,
91764_0,184,
91766_0,295,
91767_0,98,
91768_0,74,
91769_0,515,
91772_0,1065,
91773_0,1403,
91775_0,335,
91776_0,97,
91777_0,1750,
91778_0,778,
91780_0,-78,
91781_0,1225,
91782_0,713,
91784_0,1032,
91785_0,154,
91786_0,397,
91787_0,953,
91788_0,648,
91790_0,1154,
91791_0,1706,
91792_0,699,
91793_0,40,
91794_0,631,
91795_0,330,
91796_0,286,
91797_0,716,
91798_0,110,
91799_0,65,
91800_0,-44,
91801_0,788,
91802_0,101,
91803_0,2498,
91804_0,1707,
91805_0,103,
91806_0,282,
91807_0,707,
91808_0,0,
91809_0,1006,
91810_0,83,
91811_0,29,
91812_0,1,
91813_0,235,
91814_0,528,
91815_0,272,
91816_0,86,
91817_0,37,
91818_0,1760,
91819_0,1647,
91820_0,983,
91821_0,138,
91823_0,1914,
91824_0,1485,
91825_0,734,
91826_0,762,
91827_0,805,
91828_0,308,
91829_0,1781,
91830_0,1630,
91831_0,1526,
91832_0,607,
91833_0,344,
91834_0,393,
91835_0,1898,
91836_0,328,
91837_0,524,
91838_0,2227,
91839_0,730,
91840_0,103,
91841_0,1159,
91842_0,160,
91843_0,490,
91844_0,104,
91845_0,1117,
91846_0,114,
91847_0,953,
91848_0,1215,
91849_0,220,
91850_0,272,
91852_0,356,
91853_0,71,
91854_0,238,
91855_0,2442,
91856_0,1646,
91857_0,271,
91858_0,827,
91859_0,537,
91860_0,3724,
91861_0,1434,
91862_0,771,
91863_0,3733,
91864_0,33,
91865_0,73,
91866_0,119,
91867_0,1698,
91868_0,243,
91869_0,1434,
91870_0,386,
91871_0,886,
91873_0,221,
91874_0,976,
91875_0,36,
91876_0,1003,
91877_0,145,
91878_0,126,
91879_0,1272,
91880_0,395,
91881_0,1614,
91882_0,106,
91883_0,310,
91884_0,643,
91886_0,48,
91887_0,312,
91889_0,-46,
91890_0,400,
91891_0,171,
91892_0,442,
91893_0,38,
91894_0,1210,
91895_0,2048,
91896_0,191,
91897_0,545,
91898_0,1192,
91899_0,4,
91900_0,997,
91901_0,1378,
91903_0,283,
91904_0,930,
91905_0,383,
91906_0,1667,
91907_0,300,
91908_0,271,
91909_0,317,
91910_0,346,
91911_0,2066,
91912_0,1366,
91913_0,578,
91914_0,852,
91915_0,191,
91916_0,2288,
91917_0,299,
91918_0,2039,
91919_0,1808,
91920_0,1360,
91921_0,633,
91922_0,460,
91923_0,656,
91924_0,348,
91925_0,1036,
91926_0,1514,
91927_0,1109,
91928_0,961,
91929_0,359,
91930_0,751,
91931_0,453,
91932_0,203,
91933_0,335,
91934_0,651,
91935_0,60,
91936_0,1292,
91937_0,987,
91938_0,966,
91939_0,1968,
91940_0,111,
91941_0,166,
91942_0,1546,
91943_0,257,
91944_0,663,
91946_0,-2,
91947_0,1486,
91948_0,765,
91949_0,75,
91950_0,1358,
91952_0,2135,
91953_0,734,
91954_0,2000,
91956_0,168,
91957_0,873,
91958_0,141,
91959_0,1498,
91960_0,16,
91961_0,1172,
91962_0,1689,
91964_0,647,
91965_0,358,
91966_0,268,
91967_0,1424,
91968_0,584,
91969_0,267,
91970_0,1781,
91971_0,48,
91972_0,362,
91973_0,881,
91974_0,323,
91975_0,948,
91977_0,726,
91978_0,119,
91979_0,1187,
91980_0,1295,
91981_0,316,
91982_0,296,
91983_0,448,
91984_0,1482,
91986_0,1328,
91987_0,563,
91988_0,650,
91989_0,351,
91990_0,1132,
91991_0,21,
91992_0,5,
91993_0,1249,
91995_0,289,
91996_0,1182,
91997_0,518,
91998_0,77,
91999_0,620,
92000_0,438,
92001_0,2200,
92002_0,1107,
92003_0,559,
92004_0,315,
92005_0,169,
92006_0,22,
92007_0,324,
92008_0,1370,
92009_0,1078,
92010_0,1757,
92011_0,1520,
92012_0,29,
92013_0,992,
92014_0,1304,
92015_0,1317,
92016_0,471,
92017_0,149,
92018_0,951,
92019_0,1468,
92020_0,1167,
92021_0,1613,
92022_0,906,
92023_0,302,
92024_0,-3,
92026_0,1269,
92028_0,1882,
92029_0,357,
92030_0,444,
92031_0,2664,
92032_0,1526,
92033_0,786,
92034_0,795,
92036_0,1214,
92037_0,723,
92038_0,934,
92039_0,88,
92040_0,73,
92041_0,2583,
92042_0,1007,
92043_0,126,
92045_0,700,
92047_0,822,
92048_0,2129,
92049_0,1937,
92050_0,1236,
92051_0,212,
92052_0,928,
92053_0,91,
92054_0,818,
92055_0,200,
92056_0,50,
92057_0,298,
92058_0,126,
92059_0,1264,
92060_0,433,
92061_0,748,
92062_0,2663,
92064_0,2,
92065_0,2284,
92066_0,1560,
92067_0,1484,
92068_0,50,
92069_0,1991,
92070_0,614,
92071_0,1438,
92072_0,1690,
92073_0,1417,
92074_0,1833,
92075_0,714,
92076_0,276,
92077_0,162,
92078_0,1218,
92079_0,118,
92080_0,316,
92081_0,1319,
92082_0,756,
92083_0,1127,
92084_0,486,
92085_0,1820,
92086_0,155,
92087_0,282,
92088_0,137,
92089_0,85,
92090_0,1154,
92091_0,188,
92092_0,243,
92093_0,187,
92094_0,1537,
92095_0,1829,
92096_0,-20,
92097_0,75,
92098_0,579,
92099_0,62,
92101_0,15,
92102_0,1132,
92103_0,560,
92104_0,1059,
92105_0,244,
92106_0,290,
92107_0,27,
92108_0,38,
92109_0,764,
92110_0,1203,
92111_0,2164,
92112_0,2623,
92113_0,977,
92114_0,246,
92115_0,730,
92116_0,1172,
92117_0,566,
92118_0,537,
92119_0,407,
92120_0,1208,
92121_0,134,
92122_0,1150,
92123_0,340,
92125_0,19,
92127_0,1517,
92128_0,1900,
92130_0,1411,
92131_0,1722,
92133_0,2216,
92134_0,761,
92135_0,1157,
92136_0,238,
92137_0,434,
92138_0,168,
92139_0,1547,
92140_0,1428,
92142_0,207,
92143_0,201,
92144_0,214,
92145_0,460,
92146_0,109,
92147_0,209,
92148_0,1337,
92149_0,1485,
92150_0,448,
92151_0,1572,
92152_0,79,
92153_0,1155,
92154_0,3555,
92155_0,2661,
92156_0,1007,
92157_0,344,
92158_0,931,
92159_0,611,
92160_0,1196,
92161_0,1475,
92162_0,1717,
92163_0,2450,
92164_0,661,
92165_0,674,
92166_0,507,
92167_0,998,
92169_0,51,
92170_0,1692,
92171_0,456,
92172_0,223,
92173_0,760,
92174_0,-2,
92175_0,3241,
92176_0,752,
92177_0,15,
92178_0,221,
92180_0,1070,
92181_0,288,
92182_0,1384,
92183_0,26,
92184_0,385,
92185_0,-3,
92186_0,34,
92187_0,367,
92188_0,991,
92189_0,422,
92190_0,131,
92192_0,195,
92193_0,1487,
92194_0,344,
92195_0,563,
92196_0,1990,
92197_0,944,
92198_0,477,
92199_0,1084,
92200_0,917,
92201_0,1529,
92202_0,806,
92203_0,349,
92204_0,852,
92205_0,195,
92206_0,460,
92207_0,546,
92208_0,261,
92210_0,927,
92211_0,377,
92212_0,1033,
92213_0,905,
92214_0,453,
92215_0,1536,
92216_0,909,
92217_0,1051,
92218_0,6,
92219_0,256,
92220_0,66,
92221_0,899,
92222_0,975,
92223_0,12,
92224_0,277,
92225_0,1198,
92226_0,901,
92227_0,4,
92228_0,1272,
92229_0,845,
92230_0,1477,
92231_0,1854,
92233_0,204,
92234_0,808,
92235_0,3023,
92236_0,13,
92237_0,1184,
92238_0,645,
92239_0,1595,
92240_0,28,
92241_0,798,
92242_0,960,
92243_0,1380,
92244_0,213,
92245_0,1307,
92246_0,71,
92247_0,15,
92248_0,2736,
92249_0,1390,
92250_0,719,
92251_0,2903,
92252_0,1344,
92253_0,1123,
92254_0,2067,
92255_0,1409,
92256_0,1234,
92257_0,332,
92258_0,873,
92259_0,1231,
92260_0,901,
92261_0,854,
92262_0,622,
92263_0,115,
92264_0,405,
92266_0,22,
92267_0,101,
92268_0,63,
92269_0,599,
92270_0,2799,
92271_0,924,
92272_0,800,
92273_0,1356,
92274_0,563,
92275_0,1151,
92277_0,859,
92278_0,15,
92279_0,256,
92280_0,2664,
92282_0,1556,
92283_0,2031,
92284_0,1622,
92286_0,861,
92287_0,1287,
92288_0,310,
92289_0,66,
92290_0,1306,
92291_0,1901,
92292_0,261,
92293_0,1317,
92294_0,623,
92295_0,2524,
92296_0,1122,
92297_0,1214,
92298_0,1858,
92299_0,3285,
92300_0,440,
92301_0,755,
92302_0,1375,
92303_0,754,
92304_0,1093,
92305_0,329,
92306_0,67,
92307_0,502,
92308_0,683,
92309_0,140,
92310_0,345,
92311_0,854,
92312_0,2040,
92313_0,596,
92314_0,59,
92315_0,951,
92317_0,544,
92318_0,401,
92319_0,1187,
92320_0,233,
92321_0,1168,
92322_0,121,
92323_0,1871,
92325_0,327,
92327_0,2936,
92328_0,507,
92329_0,70,
92330_0,1285,
92331_0,1955,
92332_0,987,
92333_0,356,
92334_0,550,
92335_0,80,
92336_0,299,
92337_0,424,
92338_0,254,
92339_0,866,
92340_0,1278,
92341_0,439,
92343_0,407,
92344_0,2204,
92345_0,206,
92346_0,1328,
92347_0,1682,
92348_0,698,
92349_0,1103,
92350_0,891,
92351_0,125,
92352_0,206,
92353_0,303,
92355_0,2459,
92356_0,2243,
92357_0,903,
92358_0,15,
92359_0,233,
92360_0,157,
92362_0,970,
92363_0,647,
92364_0,1868,
92365_0,103,
92366_0,1665,
92367_0,1010,
92368_0,28,
92369_0,1035,
92370_0,553,
92371_0,211,
92373_0,328,
92374_0,532,
92375_0,340,
92376_0,442,
92377_0,1792,
92378_0,109,
92379_0,335,
92380_0,872,
92381_0,821,
92382_0,611,
92383_0,1179,
92384_0,706,
92385_0,562,
92386_0,295,
92387_0,750,
92388_0,437,
92389_0,1169,
92390_0,32,
92391_0,-2,
92392_0,940,
92393_0,2343,
92394_0,-39,
92395_0,385,
92397_0,2342,
92398_0,1702,
92399_0,499,
92400_0,352,
92401_0,606,
92402_0,80,
92403_0,166,
92404_0,9,
92405_0,128,
92406_0,1727,
92407_0,44,
92408_0,320,
92409_0,181,
92411_0,355,
92412_0,82,
92413_0,2688,
92414_0,614,
92415_0,995,
92416_0,1184,
92417_0,1749,
92418_0,1032,
92419_0,1672,
92420_0,136,
92421_0,1540,
92422_0,1491,
92424_0,1187,
92426_0,1535,
92427_0,34,
92428_0,748,
92429_0,242,
92430_0,876,
92431_0,99,
92432_0,551,
92434_0,1392,
92435_0,1661,
92436_0,401,
92437_0,92,
92438_0,1794,
92439_0,192,
92440_0,579,
92441_0,1008,
92442_0,634,
92443_0,2650,
92445_0,52,
92446_0,549,
92447_0,767,
92448_0,1749,
92450_0,555,
92451_0,143,
92452_0,51,
92453_0,65,
92454_0,828,
92455_0,75,
92456_0,360,
92457_0,496,
92458_0,585,
92459_0,1229,
92460_0,33,
92461_0,1794,
92462_0,207,
92463_0,1384,
92464_0,1479,
92465_0,428,
92466_0,765,
92467_0,729,
92468_0,20,
92469_0,153,
92470_0,300,
92471_0,230,
92472_0,728,
92473_0,529,
92474_0,897,
92475_0,-71,
92476_0,267,
92477_0,570,
92478_0,403,
92479_0,1993,
92480_0,253,
92481_0,327,
92482_0,601,
92483_0,495,
92485_0,1511,
92486_0,2343,
92487_0,402,
92488_0,1254,
92489_0,460,
92490_0,2276,
92491_0,1416,
92492_0,1448,
92493_0,100,
92495_0,379,
92497_0,824,
92498_0,1783,
92499_0,180,
92500_0,1298,
92501_0,29,
92502_0,465,
92503_0,49,
92504_0,1072,
92505_0,1948,
92506_0,1870,
92507_0,1012,
92508_0,150,
92509_0,473,
92510_0,1578,
92511_0,60,
92512_0,123,
92513_0,851,
92514_0,962,
92515_0,290,
92516_0,1460,
92517_0,774,
92518_0,8,
92519_0,2685,
92520_0,248,
92521_0,-71,
92522_0,769,
92523_0,845,
92524_0,1743,
92525_0,330,
92526_0,1294,
92527_0,1233,
92528_0,1286,
92529_0,1982,
92530_0,1504,
92531_0,896,
92532_0,1718,
92533_0,551,
92534_0,2046,
92535_0,3353,
92536_0,579,
92537_0,1333,
92538_0,1921,
92539_0,1849,
92540_0,5,
92541_0,749,
92542_0,2068,
92543_0,7,
92544_0,96,
92545_0,1058,
92546_0,2709,
92547_0,-44,
92548_0,430,
92549_0,1522,
92550_0,386,
92551_0,1019,
92552_0,1084,
92553_0,978,
92554_0,747,
92555_0,1318,
92556_0,665,
92557_0,1556,
92558_0,110,
92559_0,1581,
92560_0,446,
92561_0,32,
92562_0,512,
92563_0,2273,
92565_0,2508,
92566_0,691,
92567_0,229,
92568_0,246,
92569_0,288,
92570_0,112,
92571_0,-8,
92572_0,1634,
92573_0,35,
92576_0,1299,
92577_0,398,
92578_0,2631,
92579_0,1734,
92580_0,250,
92581_0,839,
92582_0,82,
92583_0,2585,
92584_0,104,
92585_0,-14,
92586_0,2,
92588_0,1292,
92589_0,106,
92590_0,453,
92591_0,446,
92592_0,1262,
92593_0,1288,
92594_0,245,
92595_0,2934,
92596_0,981,
92597_0,224,
92598_0,1788,
92599_0,387,
92600_0,432,
92601_0,1101,
92603_0,1512,
92604_0,1788,
92605_0,2486,
92606_0,2252,
92607_0,707,
92610_0,2007,
92611_0,235,
92612_0,107,
92613_0,145,
92614_0,1544,
92615_0,4,
92616_0,1726,
92617_0,312,
92619_0,764,
92620_0,1029,
92621_0,263,
92622_0,1950,
92623_0,1746,
92624_0,739,
92625_0,1377,
92626_0,375,
92627_0,2551,
92628_0,262,
92629_0,1307,
92630_0,1102,
92631_0,824,
92632_0,516,
92634_0,975,
92635_0,1434,
92636_0,770,
92637_0,1408,
92638_0,757,
92640_0,1785,
92641_0,2755,
92642_0,1907,
92643_0,726,
92644_0,92,
92645_0,70,
92647_0,300,
92648_0,142,
92649_0,62,
92650_0,317,
92651_0,1674,
92652_0,711,
92653_0,1786,
92654_0,182,
92655_0,1514,
92656_0,1206,
92657_0,592,
92658_0,1315,
92659_0,2525,
92660_0,788,
92661_0,1381,
92662_0,254,
92663_0,868,
92664_0,569,
92665_0,285,
92666_0,1271,
92667_0,627,
92668_0,2697,
92669_0,510,
92670_0,85,
92672_0,774,
92673_0,410,
92674_0,155,
92675_0,341,
92676_0,41,
92677_0,10,
92678_0,958,
92679_0,1528,
92680_0,1486,
92681_0,86,
92682_0,843,
92684_0,184,
92685_0,1277,
92686_0,3532,
92687_0,803,
92688_0,73,
92689_0,224,
92690_0,783,
92691_0,2514,
92692_0,16,
92693_0,342,
92694_0,99,
92695_0,419,
92696_0,1086,
92697_0,261,
92698_0,1499,
92699_0,399,
92700_0,554,
92701_0,418,
92702_0,31,
92703_0,766,
92704_0,187,
92705_0,690,
92706_0,839,
92707_0,266,
92708_0,1449,
92709_0,857,
92710_0,36,
92711_0,3423,
92712_0,2019,
92713_0,1188,
92714_0,3142,
92715_0,19,
92716_0,1039,
92717_0,196,
92718_0,1104,
92719_0,1609,
92720_0,351,
92721_0,997,
92722_0,1428,
92723_0,2134,
92724_0,119,
92725_0,223,
92726_0,78,
92727_0,308,
92728_0,972,
92729_0,2178,
92730_0,969,
92731_0,1879,
92732_0,166,
92733_0,149,
92734_0,2236,
92735_0,1484,
92736_0,14,
92737_0,548,
92738_0,1137,
92739_0,1277,
92740_0,1589,
92741_0,222,
92742_0,1169,
92743_0,292,
92744_0,1016,
92745_0,1215,
92746_0,766,
92747_0,1154,
92748_0,1244,
92749_0,680,
92750_0,1109,
92751_0,145,
92752_0,1196,
92753_0,18,
92754_0,509,
92755_0,1022,
92756_0,1087,
92757_0,1144,
92758_0,225,
92759_0,132,
92760_0,576,
92761_0,177,
92762_0,70,
92763_0,965,
92764_0,948,
92765_0,798,
92766_0,86,
92767_0,1085,
92768_0,327,
92769_0,485,
92770_0,1898,
92772_0,995,
92775_0,594,
92776_0,2457,
92777_0,2170,
92778_0,432,
92779_0,1073,
92780_0,92,
92781_0,373,
92782_0,610,
92783_0,1552,
92784_0,697,
92785_0,95,
92786_0,49,
92787_0,442,
92788_0,939,
92789_0,1056,
92790_0,1213,
92791_0,681,
92792_0,80,
92793_0,27,
92794_0,361,
92795_0,218,
92796_0,1176,
92798_0,712,
92799_0,14,
92800_0,1096,
92801_0,38,
92802_0,1242,
92803_0,898,
92804_0,1355,
92805_0,56,
92806_0,2477,
92807_0,710,
92808_0,1513,
92809_0,16,
92810_0,828,
92811_0,262,
92812_0,1019,
92813_0,413,
92814_0,2432,
92815_0,1323,
92816_0,1306,
92817_0,375,
92818_0,672,
92819_0,364,
92820_0,2337,
92821_0,494,
92822_0,1624,
92823_0,3099,
92824_0,1,
92825_0,2694,
92826_0,255,
92827_0,81,
92828_0,1363,
92829_0,2049,
92830_0,1105,
92831_0,1512,
92832_0,1993,
92833_0,61,
92834_0,57,
92835_0,70,
92836_0,1384,
92837_0,290,
92838_0,842,
92839_0,983,
92840_0,1153,
92841_0,104,
92842_0,172,
92843_0,510,
92844_0,1184,
92845_0,3122,
92846_0,326,
92847_0,1012,
92848_0,265,
92849_0,693,
92850_0,754,
92851_0,1809,
92852_0,1333,
92853_0,480,
92854_0,1795,
92855_0,561,
92856_0,528,
92857_0,626,
92858_0,892,
92860_0,975,
92861_0,2,
92862_0,192,
92863_0,1428,
92864_0,701,
92865_0,23,
92866_0,220,
92867_0,297,
92868_0,1299,
92869_0,708,
92871_0,263,
92872_0,695,
92873_0,1,
92874_0,74,
92875_0,573,
92876_0,673,
92877_0,715,
92878_0,2,
92879_0,957,
92880_0,541,
92881_0,1422,
92882_0,271,
92883_0,162,
92885_0,726,
92886_0,22,
92887_0,2442,
92888_0,1460,
92890_0,413,
92891_0,433,
92892_0,-71,
92893_0,1002,
92894_0,3539,
92896_0,1786,
92897_0,875,
92898_0,44,
92899_0,1492,
92900_0,2289,
92901_0,744,
92902_0,192,
92903_0,284,
92904_0,1284,
92905_0,1843,
92906_0,1490,
92907_0,24,
92908_0,938,
92910_0,982,
92911_0,59,
92912_0,34,
92913_0,77,
92914_0,1361,
92915_0,878,
92916_0,692,
92917_0,18,
92918_0,2614,
92919_0,807,
92921_0,832,
92922_0,589,
92923_0,4,
92924_0,230,
92925_0,665,
92926_0,256,
92927_0,28,
92928_0,-65,
92929_0,196,
92930_0,1914,
92932_0,2435,
92933_0,259,
92934_0,1506,
92936_0,1709,
92937_0,839,
92938_0,1184,
92939_0,1140,
92940_0,497,
92941_0,246,
92942_0,1537,
92943_0,1551,
92944_0,332,
92945_0,2622,
92947_0,102,
92948_0,283,
92949_0,37,
92950_0,2199,
92952_0,1341,
92953_0,1,
92955_0,425,
92956_0,429,
92957_0,591,
92960_0,1164,
92961_0,1670,
92962_0,570,
92963_0,76,
92964_0,139,
92965_0,667,
92966_0,31,
92968_0,1285,
92969_0,364,
92970_0,280,
92971_0,1265,
92973_0,976,
92974_0,997,
92975_0,1519,
92976_0,71,
92978_0,97,
92979_0,13,
92980_0,708,
92981_0,248,
92982_0,2284,
92983_0,637,
92984_0,954,
92985_0,1242,
92986_0,547,
92987_0,1296,
92988_0,1044,
92989_0,110,
92990_0,450,
92991_0,2284,
92992_0,244,
92993_0,248,
92994_0,282,
92995_0,579,
92996_0,374,
92997_0,733,
92998_0,640,
92999_0,98,
93000_0,819,
93001_0,25,
93002_0,807,
93003_0,812,
93004_0,986,
93005_0,2291,
93006_0,1082,
93007_0,1402,
93008_0,2059,
93009_0,1361,
93010_0,891,
93011_0,182,
93012_0,1218,
93013_0,1737,
93014_0,1719,
93015_0,622,
93016_0,118,
93017_0,1782,
93018_0,143,
93019_0,1439,
93020_0,2215,
93022_0,752,
93023_0,1523,
93024_0,62,
93025_0,963,
93026_0,120,
93027_0,1121,
93028_0,1237,
93029_0,1123,
93030_0,-7,
93031_0,796,
93032_0,71,
93033_0,237,
93034_0,595,
93035_0,761,
93036_0,844,
93037_0,1188,
93038_0,1642,
93039_0,571,
93040_0,125,
93041_0,441,
93042_0,1282,
93043_0,419,
93044_0,261,
93045_0,1116,
93047_0,977,
93048_0,3054,
93049_0,2055,
93050_0,1728,
93051_0,204,
93052_0,1179,
93053_0,1642,
93054_0,696,
93055_0,239,
93056_0,444,
93057_0,92,
93058_0,1846,
93059_0,10,
93060_0,-37,
93061_0,631,
93062_0,1014,
93063_0,384,
93064_0,1322,
93065_0,675,
93066_0,1550,
93067_0,66,
93068_0,-13,
93069_0,275,
93070_0,683,
93071_0,1063,
93072_0,746,
93073_0,647,
93074_0,92,
93075_0,1491,
93076_0,1738,
93077_0,1785,
93078_0,1969,
93079_0,1377,
93080_0,248,
93081_0,24,
93082_0,819,
93083_0,1465,
93085_0,364,
93086_0,1733,
93087_0,390,
93088_0,919,
93089_0,1122,
93090_0,776,
93091_0,2060,
93092_0,184,
93094_0,55,
93095_0,2461,
93096_0,1825,
93097_0,1366,
93098_0,292,
93099_0,1796,
93100_0,1019,
93101_0,21,
93102_0,28,
93103_0,-7,
93104_0,384,
93105_0,606,
93106_0,958,
93107_0,386,
93108_0,525,
93109_0,1339,
93110_0,1093,
93111_0,2482,
93112_0,1019,
93113_0,169,
93114_0,218,
93116_0,-38,
93117_0,502,
93118_0,1052,
93119_0,917,
93120_0,768,
93121_0,640,
93122_0,1216,
93123_0,362,
93124_0,128,
93125_0,369,
93126_0,731,
93127_0,1774,
93128_0,1821,
93129_0,2026,
93130_0,949,
93131_0,373,
93132_0,1253,
93133_0,82,
93134_0,1767,
93135_0,904,
93136_0,335,
93138_0,88,
93139_0,1501,
93140_0,2740,
93141_0,387,
93142_0,365,
93143_0,1306,
93144_0,1789,
93145_0,413,
93146_0,206,
93147_0,171,
93148_0,1506,
93149_0,1074,
93150_0,72,
93151_0,1955,
93152_0,1730,
93153_0,1163,
93154_0,29,
93155_0,839,
93156_0,1319,
93157_0,323,
93158_0,72,
93159_0,905,
93160_0,972,
93161_0,629,
93162_0,598,
93163_0,1594,
93164_0,2820,
93165_0,682,
93166_0,1140,
93167_0,1442,
93168_0,4,
93169_0,840,
93170_0,526,
93171_0,349,
93172_0,541,
93173_0,283,
93174_0,155,
93175_0,3347,
93176_0,1532,
93177_0,737,
93178_0,573,
93179_0,20,
93180_0,157,
93181_0,500,
93183_0,92,
93184_0,1659,
93185_0,585,
93186_0,478,
93187_0,1299,
93188_0,1129,
93189_0,3281,
93190_0,910,
93191_0,1063,
93192_0,1205,
93193_0,718,
93194_0,779,
93195_0,1697,
93196_0,1058,
93197_0,889,
93198_0,1388,
93199_0,-72,
93200_0,62,
93201_0,65,
93202_0,2160,
93203_0,994,
93205_0,1906,
93206_0,1898,
93207_0,1915,
93208_0,128,
93209_0,1436,
93210_0,100,
93211_0,1018,
93212_0,80,
93213_0,751,
93214_0,253,
93215_0,630,
93216_0,1229,
93217_0,2437,
93218_0,224,
93219_0,106,
93220_0,981,
93221_0,1797,
93222_0,325,
93223_0,765,
93224_0,963,
93225_0,808,
93226_0,2194,
93227_0,485,
93229_0,393,
93230_0,609,
93231_0,2844,
93232_0,3114,
93234_0,1435,
93235_0,213,
93236_0,1279,
93237_0,980,
93238_0,1442,
93239_0,859,
93240_0,905,
93241_0,894,
93243_0,328,
93244_0,821,
93245_0,870,
93246_0,2474,
93247_0,670,
93248_0,556,
93249_0,135,
93250_0,595,
93251_0,1043,
93252_0,1415,
93253_0,337,
93254_0,567,
93255_0,3,
93256_0,1106,
93257_0,800,
93258_0,781,
93259_0,1425,
93260_0,1857,
93261_0,781,
93262_0,1292,
93263_0,391,
93264_0,698,
93265_0,1777,
93266_0,482,
93267_0,1936,
93268_0,655,
93269_0,128,
93271_0,149,
93272_0,1479,
93273_0,73,
93275_0,1225,
93276_0,259,
93277_0,68,
93278_0,80,
93279_0,59,
93280_0,646,
93281_0,837,
93282_0,146,
93284_0,371,
93285_0,318,
93286_0,2010,
93288_0,2391,
93289_0,251,
93290_0,762,
93291_0,864,
93292_0,457,
93294_0,868,
93295_0,898,
93296_0,872,
93297_0,394,
93298_0,90,
93299_0,240,
93300_0,813,
93301_0,1830,
93302_0,532,
93303_0,930,
93304_0,239,
93305_0,1719,
93306_0,564,
93307_0,82,
93310_0,227,
93311_0,1478,
93312_0,387,
93313_0,1119,
93314_0,884,
93315_0,143,
93316_0,184,
93317_0,1016,
93318_0,1878,
93319_0,753,
93320_0,1473,
93321_0,995,
93322_0,176,
93323_0,277,
93324_0,41,
93325_0,804,
93327_0,1217,
93328_0,718,
93330_0,-54,
93331_0,399,
93332_0,54,
93333_0,30,
93334_0,1156,
93335_0,368,
93336_0,77,
93337_0,905,
93338_0,1945,
93339_0,1370,
93340_0,783,
93342_0,295,
93343_0,1406,
93344_0,912,
93345_0,706,
93346_0,1310,
93347_0,78,
93348_0,-17,
93349_0,916,
93350_0,540,
93351_0,67,
93352_0,14,
93353_0,501,
93354_0,367,
93355_0,42,
93356_0,348,
93357_0,109,
93358_0,1128,
93359_0,79,
93360_0,562,
93361_0,1259,
93362_0,131,
93363_0,1790,
93365_0,1356,
93366_0,376,
93367_0,2572,
93368_0,240,
93369_0,1118,
93370_0,472,
93371_0,1203,
93372_0,332,
93373_0,48,
93374_0,457,
93375_0,183,
93376_0,3418,
93377_0,114,
93378_0,1812,
93379_0,156,
93380_0,1062,
93381_0,232,
93382_0,377,
93383_0,1987,
93384_0,743,
93385_0,1587,
93386_0,272,
93388_0,77,
93389_0,1072,
93390_0,196,
93391_0,305,
93392_0,495,
93393_0,-70,
93394_0,1707,
93395_0,68,
93396_0,2149,
93397_0,1284,
93398_0,77,
93399_0,758,
93400_0,1031,
93401_0,890,
93402_0,996,
93403_0,530,
93404_0,745,
93405_0,3478,
93406_0,581,
93407_0,63,
93408_0,1604,
93409_0,903,
93411_0,1812,
93412_0,2040,
93413_0,440,
93414_0,913,
93415_0,-3,
93416_0,128,
93417_0,1562,
93418_0,601,
93419_0,650,
93420_0,1187,
93421_0,1369,
