system:index,fnf,.geo
9805_0,2.0,
9806_0,2.0,
9807_0,1.0,
9808_0,2.0,
9809_0,2.0,
9810_0,1.0,
9811_0,3.0,
9812_0,1.0,
9813_0,3.0,
9814_0,3.0,
9815_0,2.0,
9816_0,2.0,
9817_0,1.0,
9818_0,1.0,
9819_0,2.0,
9820_0,1.0,
9821_0,2.0,
9822_0,2.0,
9823_0,2.0,
9824_0,2.0,
9825_0,3.0,
9826_0,2.0,
9827_0,2.0,
9828_0,2.0,
9829_0,1.0,
9830_0,1.0,
9831_0,1.0,
9832_0,2.0,
9833_0,1.0,
9834_0,2.0,
9835_0,2.0,
9836_0,2.0,
9837_0,2.0,
9838_0,2.0,
9839_0,2.0,
9840_0,2.0,
9841_0,2.0,
9842_0,1.0,
9843_0,2.0,
9844_0,1.0,
9845_0,2.0,
9846_0,2.0,
9847_0,2.0,
9848_0,2.0,
9849_0,2.0,
9850_0,2.0,
9851_0,2.0,
9852_0,2.0,
9853_0,2.0,
9854_0,1.0,
9855_0,1.0,
9856_0,2.0,
9857_0,1.0,
9858_0,2.0,
9859_0,1.0,
9860_0,2.0,
9861_0,2.0,
9862_0,2.0,
9863_0,3.0,
9864_0,2.0,
9865_0,2.0,
9866_0,2.0,
9867_0,3.0,
9868_0,3.0,
9869_0,2.0,
9870_0,1.0,
9871_0,2.0,
9872_0,2.0,
9873_0,1.0,
9874_0,2.0,
9875_0,1.0,
9876_0,2.0,
9877_0,1.0,
9878_0,2.0,
9879_0,2.0,
9880_0,2.0,
9881_0,2.0,
9882_0,1.0,
9883_0,2.0,
9884_0,3.0,
9885_0,2.0,
9886_0,2.0,
9887_0,2.0,
9888_0,2.0,
9889_0,1.0,
9890_0,2.0,
9891_0,2.0,
9892_0,2.0,
9893_0,1.0,
9894_0,1.0,
9895_0,2.0,
9896_0,1.0,
9897_0,2.0,
9898_0,2.0,
9899_0,2.0,
9900_0,2.0,
9901_0,2.0,
9902_0,2.0,
9903_0,2.0,
9904_0,2.0,
9905_0,2.0,
9906_0,3.0,
9907_0,3.0,
9908_0,2.0,
9909_0,2.0,
9910_0,2.0,
9911_0,2.0,
9912_0,2.0,
9913_0,2.0,
9914_0,2.0,
9915_0,2.0,
9916_0,1.0,
9917_0,2.0,
9918_0,1.0,
9919_0,1.0,
9920_0,2.0,
9921_0,3.0,
9922_0,2.0,
9923_0,2.0,
9924_0,1.0,
9925_0,2.0,
9926_0,2.0,
9927_0,2.0,
9928_0,2.0,
9929_0,2.0,
9930_0,2.0,
9931_0,2.0,
9932_0,2.0,
9933_0,2.0,
9934_0,2.0,
9935_0,1.0,
9936_0,1.0,
9937_0,2.0,
9938_0,2.0,
9939_0,1.0,
9940_0,2.0,
9941_0,1.0,
9942_0,2.0,
9943_0,1.0,
9944_0,2.0,
9945_0,1.0,
9946_0,2.0,
9947_0,2.0,
9948_0,2.0,
9949_0,3.0,
9950_0,2.0,
9951_0,2.0,
9952_0,2.0,
9953_0,1.0,
9954_0,2.0,
9955_0,2.0,
9956_0,2.0,
9957_0,2.0,
9958_0,1.0,
9959_0,2.0,
9960_0,1.0,
9961_0,1.0,
9962_0,3.0,
9963_0,1.0,
9964_0,3.0,
9965_0,1.0,
9966_0,2.0,
9967_0,2.0,
9968_0,2.0,
9969_0,3.0,
9970_0,2.0,
9971_0,2.0,
9972_0,1.0,
9973_0,2.0,
9974_0,2.0,
9975_0,2.0,
9976_0,2.0,
9977_0,2.0,
9978_0,2.0,
9979_0,1.0,
9980_0,1.0,
9981_0,2.0,
9982_0,3.0,
9983_0,2.0,
9984_0,2.0,
9985_0,2.0,
9986_0,1.0,
9987_0,2.0,
9988_0,2.0,
9989_0,1.0,
9990_0,1.0,
9991_0,1.0,
9992_0,2.0,
9993_0,2.0,
9994_0,2.0,
9995_0,1.0,
9996_0,2.0,
9997_0,2.0,
9998_0,1.0,
9999_0,1.0,
10000_0,2.0,
10001_0,1.0,
10002_0,2.0,
10003_0,2.0,
10004_0,2.0,
10005_0,2.0,
10006_0,1.0,
10007_0,2.0,
10008_0,2.0,
10009_0,2.0,
10010_0,2.0,
10011_0,1.0,
10012_0,2.0,
10013_0,2.0,
10014_0,2.0,
10015_0,2.0,
10016_0,2.0,
10017_0,2.0,
10018_0,2.0,
10019_0,2.0,
10020_0,2.0,
10021_0,1.0,
10022_0,2.0,
10023_0,1.0,
10024_0,2.0,
10025_0,3.0,
10026_0,2.0,
10027_0,2.0,
10028_0,1.0,
10029_0,1.0,
10030_0,1.0,
10031_0,1.0,
10032_0,1.0,
10033_0,2.0,
10034_0,1.0,
10035_0,3.0,
10036_0,2.0,
10037_0,1.0,
10038_0,2.0,
10039_0,2.0,
10040_0,2.0,
10041_0,2.0,
10042_0,1.0,
10043_0,2.0,
10044_0,2.0,
10045_0,1.0,
10046_0,2.0,
10047_0,2.0,
10048_0,1.0,
10049_0,2.0,
10050_0,1.0,
10051_0,3.0,
10052_0,2.0,
10053_0,2.0,
10054_0,2.0,
10055_0,1.0,
10056_0,1.0,
10057_0,1.0,
10058_0,2.0,
10059_0,1.0,
10060_0,1.0,
10061_0,2.0,
10062_0,2.0,
10063_0,1.0,
10064_0,2.0,
10065_0,2.0,
10066_0,1.0,
10067_0,1.0,
10068_0,2.0,
10069_0,2.0,
10070_0,2.0,
10071_0,2.0,
10072_0,2.0,
10073_0,2.0,
10074_0,2.0,
10075_0,2.0,
10076_0,2.0,
10077_0,2.0,
10078_0,2.0,
10079_0,2.0,
10080_0,1.0,
10081_0,2.0,
10082_0,2.0,
10083_0,2.0,
10084_0,2.0,
10085_0,1.0,
10086_0,1.0,
10087_0,1.0,
10088_0,2.0,
10089_0,2.0,
10090_0,3.0,
10091_0,2.0,
10092_0,2.0,
10093_0,2.0,
10094_0,3.0,
10095_0,2.0,
10096_0,1.0,
10097_0,2.0,
10098_0,2.0,
10099_0,1.0,
10100_0,1.0,
10101_0,1.0,
10102_0,2.0,
10103_0,1.0,
10104_0,1.0,
10105_0,1.0,
10106_0,2.0,
10107_0,1.0,
10108_0,1.0,
10109_0,2.0,
10110_0,2.0,
10111_0,2.0,
10112_0,2.0,
10113_0,2.0,
10114_0,1.0,
10115_0,2.0,
10116_0,1.0,
10117_0,2.0,
10118_0,2.0,
10119_0,2.0,
10120_0,2.0,
10121_0,2.0,
10122_0,3.0,
10123_0,1.0,
10124_0,2.0,
10125_0,2.0,
10126_0,2.0,
10127_0,2.0,
10128_0,2.0,
10129_0,1.0,
10130_0,2.0,
10131_0,1.0,
10132_0,2.0,
10133_0,2.0,
10134_0,1.0,
10135_0,2.0,
10136_0,1.0,
10137_0,2.0,
10138_0,2.0,
10139_0,1.0,
10140_0,2.0,
10141_0,3.0,
10142_0,1.0,
10143_0,1.0,
10144_0,2.0,
10145_0,2.0,
10146_0,1.0,
10147_0,1.0,
10148_0,2.0,
10149_0,2.0,
10150_0,3.0,
10151_0,1.0,
10152_0,1.0,
10153_0,2.0,
10154_0,2.0,
10155_0,1.0,
10156_0,3.0,
10157_0,2.0,
10158_0,1.0,
10159_0,2.0,
10160_0,2.0,
10161_0,2.0,
10162_0,1.0,
10163_0,1.0,
10164_0,2.0,
10165_0,2.0,
10166_0,2.0,
10167_0,3.0,
10168_0,3.0,
10169_0,2.0,
10170_0,2.0,
10171_0,1.0,
10172_0,2.0,
10173_0,1.0,
10174_0,2.0,
10175_0,1.0,
10176_0,2.0,
10177_0,1.0,
10178_0,1.0,
10179_0,1.0,
10180_0,1.0,
10181_0,2.0,
10182_0,2.0,
10183_0,1.0,
10184_0,1.0,
10185_0,3.0,
10186_0,2.0,
10187_0,1.0,
10188_0,2.0,
10189_0,1.0,
10190_0,2.0,
10191_0,2.0,
10192_0,1.0,
10193_0,1.0,
10194_0,3.0,
10195_0,2.0,
10196_0,2.0,
10197_0,1.0,
10198_0,2.0,
10199_0,2.0,
10200_0,2.0,
10201_0,3.0,
10202_0,1.0,
10203_0,1.0,
10204_0,2.0,
10205_0,2.0,
10206_0,1.0,
10207_0,2.0,
10208_0,2.0,
10209_0,3.0,
10210_0,2.0,
10211_0,2.0,
10212_0,2.0,
10213_0,3.0,
10214_0,1.0,
10215_0,2.0,
10216_0,2.0,
10217_0,3.0,
10218_0,1.0,
10219_0,1.0,
10220_0,1.0,
10221_0,1.0,
10222_0,3.0,
10223_0,1.0,
10224_0,2.0,
10225_0,1.0,
10226_0,1.0,
10227_0,1.0,
10228_0,2.0,
10229_0,2.0,
10230_0,1.0,
10231_0,2.0,
10232_0,1.0,
10233_0,1.0,
10234_0,2.0,
10235_0,2.0,
10236_0,1.0,
10237_0,1.0,
10238_0,2.0,
10239_0,2.0,
10240_0,2.0,
10241_0,1.0,
10242_0,1.0,
10243_0,2.0,
10244_0,2.0,
10245_0,2.0,
10246_0,2.0,
10247_0,1.0,
10248_0,2.0,
10249_0,1.0,
10250_0,1.0,
10251_0,2.0,
10252_0,2.0,
10253_0,2.0,
10254_0,1.0,
10255_0,1.0,
10256_0,2.0,
10257_0,3.0,
10258_0,2.0,
10259_0,3.0,
10260_0,1.0,
10261_0,1.0,
10262_0,2.0,
10263_0,2.0,
10264_0,1.0,
10265_0,2.0,
10266_0,1.0,
10267_0,2.0,
10268_0,2.0,
10269_0,2.0,
10270_0,2.0,
10271_0,1.0,
10272_0,1.0,
10273_0,1.0,
10274_0,2.0,
10275_0,1.0,
10276_0,1.0,
10277_0,2.0,
10278_0,2.0,
10279_0,2.0,
10280_0,2.0,
10281_0,2.0,
10282_0,1.0,
10283_0,2.0,
10284_0,1.0,
10285_0,3.0,
10286_0,1.0,
10287_0,2.0,
10288_0,1.0,
10289_0,2.0,
10290_0,1.0,
10291_0,1.0,
10292_0,1.0,
10293_0,2.0,
10294_0,3.0,
10295_0,2.0,
10296_0,1.0,
10297_0,3.0,
10298_0,2.0,
10299_0,1.0,
10300_0,2.0,
10301_0,2.0,
10302_0,2.0,
10303_0,2.0,
10304_0,2.0,
10305_0,2.0,
10306_0,2.0,
10307_0,1.0,
10308_0,2.0,
10309_0,1.0,
10310_0,3.0,
10311_0,2.0,
10312_0,1.0,
10313_0,2.0,
10314_0,2.0,
10315_0,2.0,
10316_0,1.0,
10317_0,1.0,
10318_0,1.0,
10319_0,2.0,
10320_0,2.0,
10321_0,2.0,
10322_0,2.0,
10323_0,2.0,
10324_0,2.0,
10325_0,2.0,
10326_0,2.0,
10327_0,2.0,
10328_0,1.0,
10329_0,1.0,
10330_0,2.0,
10331_0,2.0,
10332_0,2.0,
10333_0,1.0,
10334_0,1.0,
10335_0,1.0,
10336_0,2.0,
10337_0,3.0,
10338_0,2.0,
10339_0,1.0,
10340_0,1.0,
10341_0,2.0,
10342_0,2.0,
10343_0,3.0,
10344_0,2.0,
10345_0,1.0,
10346_0,2.0,
10347_0,2.0,
10348_0,2.0,
10349_0,2.0,
10350_0,2.0,
10351_0,2.0,
10352_0,2.0,
10353_0,1.0,
10354_0,2.0,
10355_0,1.0,
10356_0,1.0,
10357_0,3.0,
10358_0,3.0,
10359_0,2.0,
10360_0,2.0,
10361_0,2.0,
10362_0,2.0,
10363_0,2.0,
10364_0,2.0,
10365_0,2.0,
10366_0,2.0,
10367_0,1.0,
10368_0,1.0,
10369_0,1.0,
10370_0,1.0,
10371_0,3.0,
10372_0,2.0,
10373_0,1.0,
10374_0,2.0,
10375_0,2.0,
10376_0,1.0,
10377_0,2.0,
10378_0,1.0,
10379_0,2.0,
10380_0,2.0,
10381_0,2.0,
10382_0,2.0,
10383_0,2.0,
10384_0,2.0,
10385_0,1.0,
10386_0,1.0,
10387_0,2.0,
10388_0,2.0,
10389_0,2.0,
10390_0,2.0,
10391_0,2.0,
10392_0,1.0,
10393_0,3.0,
10394_0,2.0,
10395_0,1.0,
10396_0,1.0,
10397_0,3.0,
10398_0,1.0,
10399_0,2.0,
10400_0,3.0,
10401_0,2.0,
10402_0,1.0,
10403_0,2.0,
10404_0,2.0,
10405_0,2.0,
10406_0,2.0,
10407_0,1.0,
10408_0,2.0,
10409_0,1.0,
10410_0,3.0,
10411_0,2.0,
10412_0,3.0,
10413_0,1.0,
10414_0,2.0,
10415_0,3.0,
10416_0,2.0,
10417_0,2.0,
10418_0,1.0,
10419_0,2.0,
10420_0,2.0,
10421_0,2.0,
10422_0,2.0,
10423_0,1.0,
10424_0,1.0,
10425_0,1.0,
10426_0,2.0,
10427_0,2.0,
10428_0,1.0,
10429_0,2.0,
10430_0,2.0,
10431_0,2.0,
10432_0,2.0,
10433_0,1.0,
10434_0,2.0,
10435_0,3.0,
10436_0,2.0,
10437_0,2.0,
10438_0,2.0,
10439_0,2.0,
10440_0,2.0,
10441_0,3.0,
10442_0,2.0,
10443_0,2.0,
10444_0,1.0,
10445_0,1.0,
10446_0,2.0,
10447_0,2.0,
10448_0,2.0,
10449_0,2.0,
10450_0,2.0,
10451_0,2.0,
10452_0,3.0,
10453_0,2.0,
10454_0,1.0,
10455_0,3.0,
10456_0,2.0,
10457_0,2.0,
10458_0,1.0,
10459_0,1.0,
10460_0,2.0,
10461_0,2.0,
10462_0,2.0,
10463_0,2.0,
10464_0,2.0,
10465_0,2.0,
10466_0,2.0,
10467_0,2.0,
10468_0,1.0,
10469_0,2.0,
10470_0,2.0,
10471_0,2.0,
10472_0,2.0,
10473_0,2.0,
10474_0,1.0,
10475_0,1.0,
10476_0,2.0,
10477_0,1.0,
10478_0,2.0,
10479_0,2.0,
10480_0,1.0,
10481_0,2.0,
10482_0,1.0,
10483_0,1.0,
10484_0,2.0,
10485_0,2.0,
10486_0,2.0,
10487_0,1.0,
10488_0,2.0,
10489_0,2.0,
10490_0,2.0,
10491_0,3.0,
10492_0,2.0,
10493_0,2.0,
10494_0,2.0,
10495_0,2.0,
10496_0,2.0,
10497_0,2.0,
10498_0,2.0,
10499_0,2.0,
10500_0,2.0,
10501_0,1.0,
10502_0,2.0,
10503_0,2.0,
10504_0,2.0,
10505_0,2.0,
10506_0,2.0,
10507_0,2.0,
10508_0,2.0,
10509_0,2.0,
10510_0,2.0,
10511_0,1.0,
10512_0,2.0,
10513_0,1.0,
10514_0,2.0,
10515_0,1.0,
10516_0,1.0,
10517_0,3.0,
10518_0,1.0,
10519_0,2.0,
10520_0,2.0,
10521_0,3.0,
10522_0,2.0,
10523_0,1.0,
10524_0,3.0,
10525_0,2.0,
10526_0,2.0,
10527_0,2.0,
10528_0,1.0,
10529_0,3.0,
10530_0,2.0,
10531_0,2.0,
10532_0,2.0,
10533_0,2.0,
10534_0,2.0,
10535_0,3.0,
10536_0,2.0,
10537_0,2.0,
10538_0,2.0,
10539_0,2.0,
10540_0,2.0,
10541_0,1.0,
10542_0,2.0,
10543_0,2.0,
10544_0,2.0,
10545_0,1.0,
10546_0,2.0,
10547_0,2.0,
10548_0,2.0,
10549_0,2.0,
10550_0,2.0,
10551_0,1.0,
10552_0,2.0,
10553_0,1.0,
10554_0,1.0,
10555_0,1.0,
10556_0,2.0,
10557_0,2.0,
10558_0,1.0,
10559_0,2.0,
10560_0,2.0,
10561_0,1.0,
10562_0,2.0,
10563_0,2.0,
10564_0,2.0,
10565_0,3.0,
10566_0,1.0,
10567_0,1.0,
10568_0,2.0,
10569_0,1.0,
10570_0,2.0,
10571_0,2.0,
10572_0,2.0,
10573_0,2.0,
10574_0,1.0,
10575_0,2.0,
10576_0,2.0,
10577_0,2.0,
10578_0,1.0,
10579_0,2.0,
10580_0,2.0,
10581_0,1.0,
10582_0,1.0,
10583_0,2.0,
10584_0,1.0,
10585_0,1.0,
10586_0,3.0,
10587_0,2.0,
10588_0,1.0,
10589_0,1.0,
10590_0,2.0,
10591_0,3.0,
10592_0,2.0,
10593_0,1.0,
10594_0,2.0,
10595_0,2.0,
10596_0,2.0,
10597_0,1.0,
10598_0,1.0,
10599_0,2.0,
10600_0,2.0,
10601_0,2.0,
10602_0,1.0,
10603_0,2.0,
10604_0,2.0,
10605_0,1.0,
10606_0,2.0,
10607_0,2.0,
10608_0,2.0,
10609_0,2.0,
10610_0,2.0,
10611_0,1.0,
10612_0,1.0,
10613_0,2.0,
10614_0,3.0,
10615_0,1.0,
10616_0,2.0,
10617_0,3.0,
10618_0,2.0,
10619_0,1.0,
10620_0,2.0,
10621_0,2.0,
10622_0,2.0,
10623_0,2.0,
10624_0,1.0,
10625_0,2.0,
10626_0,2.0,
10627_0,1.0,
10628_0,2.0,
10629_0,3.0,
10630_0,1.0,
10631_0,2.0,
10632_0,1.0,
10633_0,1.0,
10634_0,3.0,
10635_0,1.0,
10636_0,3.0,
10637_0,2.0,
10638_0,1.0,
10639_0,2.0,
10640_0,1.0,
10641_0,3.0,
10642_0,1.0,
10643_0,1.0,
10644_0,1.0,
10645_0,1.0,
10646_0,2.0,
10647_0,2.0,
10648_0,2.0,
10649_0,2.0,
10650_0,3.0,
10651_0,2.0,
10652_0,2.0,
10653_0,2.0,
10654_0,2.0,
10655_0,1.0,
10656_0,2.0,
10657_0,3.0,
10658_0,1.0,
10659_0,2.0,
10660_0,2.0,
10661_0,2.0,
10662_0,2.0,
10663_0,1.0,
10664_0,2.0,
10665_0,2.0,
10666_0,1.0,
10667_0,2.0,
10668_0,3.0,
10669_0,2.0,
10670_0,1.0,
10671_0,2.0,
10672_0,2.0,
10673_0,1.0,
10674_0,2.0,
10675_0,3.0,
10676_0,1.0,
10677_0,2.0,
10678_0,1.0,
10679_0,1.0,
10680_0,1.0,
10681_0,2.0,
10682_0,2.0,
10683_0,1.0,
10684_0,1.0,
10685_0,2.0,
10686_0,1.0,
10687_0,1.0,
10688_0,2.0,
10689_0,1.0,
10690_0,2.0,
10691_0,1.0,
10692_0,1.0,
10693_0,1.0,
10694_0,2.0,
10695_0,2.0,
10696_0,2.0,
10697_0,2.0,
10698_0,2.0,
10699_0,2.0,
10700_0,3.0,
10701_0,2.0,
10702_0,2.0,
10703_0,2.0,
10704_0,2.0,
10705_0,1.0,
10706_0,2.0,
10707_0,3.0,
10708_0,2.0,
10709_0,2.0,
10710_0,2.0,
10711_0,2.0,
10712_0,2.0,
10713_0,3.0,
10714_0,2.0,
10715_0,1.0,
10716_0,2.0,
10717_0,2.0,
10718_0,2.0,
10719_0,1.0,
10720_0,2.0,
10721_0,1.0,
10722_0,2.0,
10723_0,2.0,
10724_0,1.0,
10725_0,2.0,
10726_0,1.0,
10727_0,1.0,
10728_0,2.0,
10729_0,2.0,
10730_0,2.0,
10731_0,2.0,
10732_0,2.0,
10733_0,2.0,
10734_0,2.0,
10735_0,2.0,
10736_0,2.0,
10737_0,2.0,
10738_0,2.0,
10739_0,2.0,
10740_0,2.0,
10741_0,2.0,
10742_0,1.0,
10743_0,2.0,
10744_0,2.0,
10745_0,2.0,
10746_0,2.0,
10747_0,3.0,
10748_0,2.0,
10749_0,2.0,
10750_0,1.0,
10751_0,1.0,
10752_0,1.0,
10753_0,2.0,
10754_0,1.0,
10755_0,1.0,
10756_0,1.0,
10757_0,1.0,
10758_0,2.0,
10759_0,1.0,
10760_0,1.0,
10761_0,2.0,
10762_0,1.0,
10763_0,1.0,
10764_0,2.0,
10765_0,2.0,
10766_0,2.0,
10767_0,2.0,
10768_0,2.0,
10769_0,1.0,
10770_0,2.0,
10771_0,1.0,
10772_0,1.0,
10773_0,2.0,
10774_0,2.0,
10775_0,2.0,
10776_0,2.0,
10777_0,2.0,
10778_0,1.0,
10779_0,1.0,
10780_0,2.0,
10781_0,2.0,
10782_0,1.0,
10783_0,1.0,
10784_0,1.0,
10785_0,3.0,
10786_0,2.0,
10787_0,2.0,
10788_0,2.0,
10789_0,1.0,
10790_0,1.0,
10791_0,2.0,
10792_0,1.0,
10793_0,2.0,
10794_0,3.0,
10795_0,1.0,
10796_0,2.0,
10797_0,2.0,
10798_0,1.0,
10799_0,1.0,
10800_0,2.0,
10801_0,2.0,
10802_0,2.0,
10803_0,1.0,
10804_0,2.0,
10805_0,3.0,
10806_0,1.0,
10807_0,3.0,
10808_0,2.0,
10809_0,2.0,
10810_0,3.0,
10811_0,2.0,
10812_0,2.0,
10813_0,1.0,
10814_0,2.0,
10815_0,1.0,
10816_0,2.0,
10817_0,2.0,
10818_0,1.0,
10819_0,3.0,
10820_0,2.0,
10821_0,1.0,
10822_0,2.0,
10823_0,2.0,
10824_0,2.0,
10825_0,1.0,
10826_0,1.0,
10827_0,2.0,
10828_0,2.0,
10829_0,2.0,
10830_0,2.0,
10831_0,2.0,
10832_0,2.0,
10833_0,1.0,
10834_0,2.0,
10835_0,2.0,
10836_0,3.0,
10837_0,2.0,
10838_0,1.0,
10839_0,1.0,
10840_0,2.0,
10841_0,1.0,
10842_0,2.0,
10843_0,1.0,
10844_0,1.0,
10845_0,2.0,
10846_0,2.0,
10847_0,2.0,
10848_0,2.0,
10849_0,2.0,
10850_0,2.0,
10851_0,2.0,
10852_0,2.0,
10853_0,1.0,
10854_0,1.0,
10855_0,2.0,
10856_0,2.0,
10857_0,2.0,
10858_0,2.0,
10859_0,1.0,
10860_0,1.0,
10861_0,2.0,
10862_0,1.0,
10863_0,2.0,
10864_0,2.0,
10865_0,1.0,
10866_0,2.0,
10867_0,1.0,
10868_0,2.0,
10869_0,1.0,
10870_0,2.0,
10871_0,1.0,
10872_0,2.0,
10873_0,1.0,
10874_0,1.0,
10875_0,1.0,
10876_0,2.0,
10877_0,2.0,
10878_0,1.0,
10879_0,2.0,
10880_0,2.0,
10881_0,2.0,
10882_0,1.0,
10883_0,2.0,
10884_0,3.0,
10885_0,2.0,
10886_0,2.0,
10887_0,1.0,
10888_0,2.0,
10889_0,1.0,
10890_0,2.0,
10891_0,2.0,
10892_0,2.0,
10893_0,1.0,
10894_0,3.0,
10895_0,1.0,
10896_0,2.0,
10897_0,2.0,
10898_0,2.0,
10899_0,2.0,
10900_0,1.0,
10901_0,1.0,
10902_0,2.0,
10903_0,1.0,
10904_0,1.0,
10905_0,2.0,
10906_0,2.0,
10907_0,1.0,
10908_0,1.0,
10909_0,2.0,
10910_0,3.0,
10911_0,2.0,
10912_0,2.0,
10913_0,1.0,
10914_0,2.0,
10915_0,2.0,
10916_0,2.0,
10917_0,1.0,
10918_0,2.0,
10919_0,2.0,
10920_0,2.0,
10921_0,1.0,
10922_0,2.0,
10923_0,2.0,
10924_0,2.0,
10925_0,2.0,
10926_0,2.0,
10927_0,2.0,
10928_0,2.0,
10929_0,2.0,
10930_0,2.0,
10931_0,1.0,
10932_0,1.0,
10933_0,1.0,
10934_0,2.0,
10935_0,3.0,
10936_0,2.0,
10937_0,2.0,
10938_0,2.0,
10939_0,2.0,
10940_0,1.0,
10941_0,1.0,
10942_0,2.0,
10943_0,2.0,
10944_0,1.0,
10945_0,2.0,
10946_0,2.0,
10947_0,2.0,
10948_0,2.0,
10949_0,1.0,
10950_0,1.0,
10951_0,2.0,
10952_0,1.0,
10953_0,1.0,
10954_0,1.0,
10955_0,3.0,
10956_0,2.0,
10957_0,2.0,
10958_0,2.0,
10959_0,2.0,
10960_0,2.0,
10961_0,2.0,
10962_0,2.0,
10963_0,2.0,
10964_0,1.0,
10965_0,2.0,
10966_0,2.0,
10967_0,2.0,
10968_0,2.0,
10969_0,2.0,
10970_0,2.0,
10971_0,2.0,
10972_0,1.0,
10973_0,2.0,
10974_0,1.0,
10975_0,2.0,
10976_0,2.0,
10977_0,2.0,
10978_0,2.0,
10979_0,2.0,
10980_0,2.0,
10981_0,1.0,
10982_0,1.0,
10983_0,2.0,
10984_0,2.0,
10985_0,2.0,
10986_0,2.0,
10987_0,2.0,
10988_0,2.0,
10989_0,2.0,
10990_0,2.0,
10991_0,3.0,
10992_0,2.0,
10993_0,2.0,
10994_0,2.0,
10995_0,1.0,
10996_0,2.0,
10997_0,2.0,
10998_0,2.0,
10999_0,1.0,
11000_0,2.0,
11001_0,1.0,
11002_0,1.0,
11003_0,2.0,
11004_0,2.0,
11005_0,1.0,
11006_0,2.0,
11007_0,2.0,
11008_0,3.0,
11009_0,2.0,
11010_0,2.0,
11011_0,2.0,
11012_0,2.0,
11013_0,1.0,
11014_0,1.0,
11015_0,2.0,
11016_0,3.0,
11017_0,2.0,
11018_0,1.0,
11019_0,1.0,
11020_0,2.0,
11021_0,2.0,
11022_0,3.0,
11023_0,2.0,
11024_0,1.0,
11025_0,2.0,
11026_0,2.0,
11027_0,2.0,
11028_0,1.0,
11029_0,2.0,
11030_0,1.0,
11031_0,2.0,
11032_0,2.0,
11033_0,2.0,
11034_0,1.0,
11035_0,2.0,
11036_0,1.0,
11037_0,2.0,
11038_0,3.0,
11039_0,3.0,
11040_0,2.0,
11041_0,1.0,
11042_0,2.0,
11043_0,1.0,
11044_0,2.0,
11045_0,2.0,
11046_0,2.0,
11047_0,2.0,
11048_0,2.0,
11049_0,1.0,
11050_0,2.0,
11051_0,1.0,
11052_0,2.0,
11053_0,1.0,
11054_0,1.0,
11055_0,1.0,
11056_0,2.0,
11057_0,2.0,
11058_0,2.0,
11059_0,3.0,
11060_0,2.0,
11061_0,3.0,
11062_0,1.0,
11063_0,1.0,
11064_0,2.0,
11065_0,1.0,
11066_0,2.0,
11067_0,2.0,
11068_0,2.0,
11069_0,2.0,
11070_0,1.0,
11071_0,2.0,
11072_0,2.0,
11073_0,2.0,
11074_0,1.0,
11075_0,1.0,
11076_0,1.0,
11077_0,1.0,
11078_0,3.0,
11079_0,2.0,
11080_0,2.0,
11081_0,2.0,
11082_0,1.0,
11083_0,2.0,
11084_0,2.0,
11085_0,1.0,
11086_0,1.0,
11087_0,1.0,
11088_0,1.0,
11089_0,1.0,
11090_0,2.0,
11091_0,2.0,
11092_0,1.0,
11093_0,1.0,
11094_0,2.0,
11095_0,2.0,
11096_0,1.0,
11097_0,1.0,
11098_0,2.0,
11099_0,1.0,
11100_0,2.0,
11101_0,1.0,
11102_0,1.0,
11103_0,2.0,
11104_0,1.0,
11105_0,1.0,
11106_0,1.0,
11107_0,1.0,
11108_0,1.0,
11109_0,1.0,
11110_0,2.0,
11111_0,2.0,
11112_0,2.0,
11113_0,1.0,
11114_0,2.0,
11115_0,2.0,
11116_0,1.0,
11117_0,2.0,
11118_0,1.0,
11119_0,2.0,
11120_0,2.0,
11121_0,2.0,
11122_0,2.0,
11123_0,2.0,
11124_0,2.0,
11125_0,1.0,
11126_0,2.0,
11127_0,2.0,
11128_0,1.0,
11129_0,2.0,
11130_0,1.0,
11131_0,1.0,
11132_0,2.0,
11133_0,2.0,
11134_0,2.0,
11135_0,2.0,
11136_0,1.0,
11137_0,2.0,
11138_0,1.0,
11139_0,2.0,
11140_0,1.0,
11141_0,1.0,
11142_0,2.0,
11143_0,3.0,
11144_0,2.0,
11145_0,2.0,
11146_0,1.0,
11147_0,1.0,
11148_0,2.0,
11149_0,2.0,
11150_0,2.0,
11151_0,2.0,
11152_0,2.0,
11153_0,2.0,
11154_0,2.0,
11155_0,2.0,
11156_0,2.0,
11157_0,2.0,
11158_0,2.0,
11159_0,2.0,
11160_0,1.0,
11161_0,2.0,
11162_0,2.0,
11163_0,3.0,
11164_0,2.0,
11165_0,2.0,
11166_0,2.0,
11167_0,2.0,
11168_0,1.0,
11169_0,2.0,
11170_0,2.0,
11171_0,1.0,
11172_0,2.0,
11173_0,2.0,
11174_0,2.0,
11175_0,2.0,
11176_0,2.0,
11177_0,1.0,
11178_0,2.0,
11179_0,1.0,
11180_0,2.0,
11181_0,3.0,
11182_0,2.0,
11183_0,1.0,
11184_0,2.0,
11185_0,1.0,
11186_0,2.0,
11187_0,2.0,
11188_0,3.0,
11189_0,1.0,
11190_0,2.0,
11191_0,2.0,
11192_0,2.0,
11193_0,2.0,
11194_0,2.0,
11195_0,1.0,
11196_0,2.0,
11197_0,2.0,
11198_0,2.0,
11199_0,2.0,
11200_0,2.0,
11201_0,1.0,
11202_0,1.0,
