system:index,fnf,.geo
36243_0,1.0,
36244_0,1.0,
36245_0,2.0,
36246_0,1.0,
36247_0,2.0,
36248_0,2.0,
36249_0,2.0,
36250_0,2.0,
36251_0,2.0,
36252_0,3.0,
36253_0,1.0,
36254_0,2.0,
36255_0,2.0,
36256_0,1.0,
36257_0,2.0,
36258_0,2.0,
36259_0,2.0,
36260_0,2.0,
36261_0,2.0,
36262_0,2.0,
36263_0,2.0,
36264_0,1.0,
36265_0,2.0,
36266_0,2.0,
36267_0,1.0,
36268_0,2.0,
36269_0,1.0,
36270_0,1.0,
36271_0,2.0,
36272_0,2.0,
36273_0,1.0,
36274_0,1.0,
36275_0,2.0,
36276_0,2.0,
36277_0,2.0,
36278_0,2.0,
36279_0,2.0,
36280_0,3.0,
36281_0,2.0,
36282_0,2.0,
36283_0,2.0,
36284_0,1.0,
36285_0,1.0,
36286_0,1.0,
36287_0,1.0,
36288_0,2.0,
36289_0,1.0,
36290_0,1.0,
36291_0,2.0,
36292_0,1.0,
36293_0,2.0,
36294_0,2.0,
36295_0,2.0,
36296_0,2.0,
36297_0,3.0,
36298_0,2.0,
36299_0,1.0,
36300_0,2.0,
36301_0,1.0,
36302_0,2.0,
36303_0,1.0,
36304_0,2.0,
36305_0,2.0,
36306_0,2.0,
36307_0,2.0,
36308_0,1.0,
36309_0,2.0,
36310_0,1.0,
36311_0,2.0,
36312_0,2.0,
36313_0,1.0,
36314_0,2.0,
36315_0,2.0,
36316_0,1.0,
36317_0,1.0,
36318_0,2.0,
36319_0,1.0,
36320_0,2.0,
36321_0,2.0,
36322_0,3.0,
36323_0,2.0,
36324_0,3.0,
36325_0,2.0,
36326_0,2.0,
36327_0,1.0,
36328_0,2.0,
36329_0,2.0,
36330_0,1.0,
36331_0,1.0,
36332_0,3.0,
36333_0,2.0,
36334_0,1.0,
36335_0,2.0,
36336_0,3.0,
36337_0,2.0,
36338_0,1.0,
36339_0,2.0,
36340_0,2.0,
36341_0,1.0,
36342_0,2.0,
36343_0,2.0,
36344_0,2.0,
36345_0,2.0,
36346_0,1.0,
36347_0,2.0,
36348_0,2.0,
36349_0,1.0,
36350_0,1.0,
36351_0,2.0,
36352_0,2.0,
36353_0,2.0,
36354_0,3.0,
36355_0,2.0,
36356_0,3.0,
36357_0,2.0,
36358_0,2.0,
36359_0,3.0,
36360_0,2.0,
36361_0,1.0,
36362_0,1.0,
36363_0,2.0,
36364_0,2.0,
36365_0,3.0,
36366_0,1.0,
36367_0,1.0,
36368_0,1.0,
36369_0,3.0,
36370_0,2.0,
36371_0,2.0,
36372_0,1.0,
36373_0,1.0,
36374_0,2.0,
36375_0,2.0,
36376_0,2.0,
36377_0,2.0,
36378_0,3.0,
36379_0,1.0,
36380_0,2.0,
36381_0,2.0,
36382_0,2.0,
36383_0,2.0,
36384_0,2.0,
36385_0,2.0,
36386_0,2.0,
36387_0,3.0,
36388_0,2.0,
36389_0,1.0,
36390_0,1.0,
36391_0,1.0,
36392_0,2.0,
36393_0,2.0,
36394_0,3.0,
36395_0,2.0,
36396_0,2.0,
36397_0,2.0,
36398_0,2.0,
36399_0,2.0,
36400_0,2.0,
36401_0,2.0,
36402_0,3.0,
36403_0,2.0,
36404_0,2.0,
36405_0,1.0,
36406_0,2.0,
36407_0,2.0,
36408_0,1.0,
36409_0,2.0,
36410_0,1.0,
36411_0,2.0,
36412_0,2.0,
36413_0,1.0,
36414_0,2.0,
36415_0,1.0,
36416_0,2.0,
36417_0,2.0,
36418_0,1.0,
36419_0,2.0,
36420_0,2.0,
36421_0,2.0,
36422_0,1.0,
36423_0,2.0,
36424_0,2.0,
36425_0,3.0,
36426_0,2.0,
36427_0,1.0,
36428_0,2.0,
36429_0,2.0,
36430_0,2.0,
36431_0,3.0,
36432_0,2.0,
36433_0,2.0,
36434_0,2.0,
36435_0,2.0,
36436_0,2.0,
36437_0,1.0,
36438_0,2.0,
36439_0,1.0,
36440_0,2.0,
36441_0,2.0,
36442_0,3.0,
36443_0,1.0,
36444_0,2.0,
36445_0,2.0,
36446_0,2.0,
36447_0,3.0,
36448_0,1.0,
36449_0,1.0,
36450_0,2.0,
36451_0,3.0,
36452_0,1.0,
36453_0,2.0,
36454_0,2.0,
36455_0,1.0,
36456_0,2.0,
36457_0,2.0,
36458_0,2.0,
36459_0,2.0,
36460_0,2.0,
36461_0,2.0,
36462_0,2.0,
36463_0,3.0,
36464_0,1.0,
36465_0,2.0,
36466_0,2.0,
36467_0,2.0,
36468_0,2.0,
36469_0,2.0,
36470_0,2.0,
36471_0,2.0,
36472_0,2.0,
36473_0,3.0,
36474_0,2.0,
36475_0,1.0,
36476_0,2.0,
36477_0,2.0,
36478_0,1.0,
36479_0,2.0,
36480_0,2.0,
36481_0,3.0,
36482_0,1.0,
36483_0,2.0,
36484_0,2.0,
36485_0,2.0,
36486_0,2.0,
36487_0,2.0,
36488_0,2.0,
36489_0,1.0,
36490_0,2.0,
36491_0,2.0,
36492_0,1.0,
36493_0,2.0,
36494_0,2.0,
36495_0,2.0,
36496_0,2.0,
36497_0,3.0,
36498_0,1.0,
36499_0,2.0,
36500_0,2.0,
36501_0,2.0,
36502_0,1.0,
36503_0,1.0,
36504_0,2.0,
36505_0,1.0,
36506_0,1.0,
36507_0,2.0,
36508_0,2.0,
36509_0,2.0,
36510_0,2.0,
36511_0,2.0,
36512_0,2.0,
36513_0,1.0,
36514_0,2.0,
36515_0,3.0,
36516_0,1.0,
36517_0,2.0,
36518_0,2.0,
36519_0,1.0,
36520_0,2.0,
36521_0,3.0,
36522_0,2.0,
36523_0,2.0,
36524_0,1.0,
36525_0,2.0,
36526_0,1.0,
36527_0,2.0,
36528_0,2.0,
36529_0,2.0,
36530_0,1.0,
36531_0,2.0,
36532_0,2.0,
36533_0,1.0,
36534_0,2.0,
36535_0,2.0,
36536_0,1.0,
36537_0,2.0,
36538_0,2.0,
36539_0,2.0,
36540_0,1.0,
36541_0,1.0,
36542_0,1.0,
36543_0,3.0,
36544_0,2.0,
36545_0,2.0,
36546_0,1.0,
36547_0,2.0,
36548_0,2.0,
36549_0,2.0,
36550_0,2.0,
36551_0,2.0,
36552_0,2.0,
36553_0,2.0,
36554_0,1.0,
36555_0,1.0,
36556_0,2.0,
36557_0,2.0,
36558_0,2.0,
36559_0,2.0,
36560_0,2.0,
36561_0,1.0,
36562_0,1.0,
36563_0,1.0,
36564_0,2.0,
36565_0,1.0,
36566_0,1.0,
36567_0,1.0,
36568_0,2.0,
36569_0,2.0,
36570_0,2.0,
36571_0,2.0,
36572_0,2.0,
36573_0,1.0,
36574_0,1.0,
36575_0,2.0,
36576_0,1.0,
36577_0,1.0,
36578_0,2.0,
36579_0,2.0,
36580_0,1.0,
36581_0,2.0,
36582_0,2.0,
36583_0,1.0,
36584_0,2.0,
36585_0,2.0,
36586_0,1.0,
36587_0,2.0,
36588_0,1.0,
36589_0,2.0,
36590_0,3.0,
36591_0,1.0,
36592_0,2.0,
36593_0,1.0,
36594_0,1.0,
36595_0,2.0,
36596_0,2.0,
36597_0,2.0,
36598_0,1.0,
36599_0,2.0,
36600_0,2.0,
36601_0,2.0,
36602_0,1.0,
36603_0,2.0,
36604_0,1.0,
36605_0,3.0,
36606_0,2.0,
36607_0,1.0,
36608_0,1.0,
36609_0,2.0,
36610_0,2.0,
36611_0,1.0,
36612_0,2.0,
36613_0,2.0,
36614_0,1.0,
36615_0,2.0,
36616_0,3.0,
36617_0,2.0,
36618_0,2.0,
36619_0,2.0,
36620_0,2.0,
36621_0,1.0,
36622_0,2.0,
36623_0,2.0,
36624_0,2.0,
36625_0,1.0,
36626_0,1.0,
36627_0,3.0,
36628_0,2.0,
36629_0,1.0,
36630_0,2.0,
36631_0,2.0,
36632_0,1.0,
36633_0,2.0,
36634_0,2.0,
36635_0,2.0,
36636_0,2.0,
36637_0,2.0,
36638_0,2.0,
36639_0,1.0,
36640_0,2.0,
36641_0,2.0,
36642_0,1.0,
36643_0,2.0,
36644_0,2.0,
36645_0,2.0,
36646_0,2.0,
36647_0,1.0,
36648_0,1.0,
36649_0,2.0,
36650_0,1.0,
36651_0,2.0,
36652_0,2.0,
36653_0,2.0,
36654_0,2.0,
36655_0,1.0,
36656_0,1.0,
36657_0,2.0,
36658_0,3.0,
36659_0,1.0,
36660_0,2.0,
36661_0,2.0,
36662_0,3.0,
36663_0,3.0,
36664_0,2.0,
36665_0,2.0,
36666_0,1.0,
36667_0,1.0,
36668_0,2.0,
36669_0,1.0,
36670_0,1.0,
36671_0,1.0,
36672_0,1.0,
36673_0,2.0,
36674_0,1.0,
36675_0,3.0,
36676_0,2.0,
36677_0,3.0,
36678_0,3.0,
36679_0,2.0,
36680_0,2.0,
36681_0,1.0,
36682_0,2.0,
36683_0,2.0,
36684_0,2.0,
36685_0,2.0,
36686_0,2.0,
36687_0,1.0,
36688_0,1.0,
36689_0,1.0,
36690_0,2.0,
36691_0,2.0,
36692_0,2.0,
36693_0,3.0,
36694_0,1.0,
36695_0,2.0,
36696_0,2.0,
36697_0,2.0,
36698_0,2.0,
36699_0,1.0,
36700_0,3.0,
36701_0,1.0,
36702_0,2.0,
36703_0,2.0,
36704_0,1.0,
36705_0,1.0,
36706_0,2.0,
36707_0,2.0,
36708_0,2.0,
36709_0,2.0,
36710_0,1.0,
36711_0,1.0,
36712_0,2.0,
36713_0,2.0,
36714_0,1.0,
36715_0,1.0,
36716_0,1.0,
36717_0,2.0,
36718_0,2.0,
36719_0,2.0,
36720_0,1.0,
36721_0,2.0,
36722_0,2.0,
36723_0,1.0,
36724_0,2.0,
36725_0,2.0,
36726_0,2.0,
36727_0,2.0,
36728_0,2.0,
36729_0,2.0,
36730_0,2.0,
36731_0,2.0,
36732_0,2.0,
36733_0,2.0,
36734_0,2.0,
36735_0,1.0,
36736_0,2.0,
36737_0,2.0,
36738_0,2.0,
36739_0,1.0,
36740_0,2.0,
36741_0,3.0,
36742_0,1.0,
36743_0,2.0,
36744_0,2.0,
36745_0,1.0,
36746_0,3.0,
36747_0,2.0,
36748_0,2.0,
36749_0,2.0,
36750_0,2.0,
36751_0,2.0,
36752_0,1.0,
36753_0,2.0,
36754_0,2.0,
36755_0,1.0,
36756_0,1.0,
36757_0,2.0,
36758_0,1.0,
36759_0,1.0,
36760_0,3.0,
36761_0,2.0,
36762_0,2.0,
36763_0,2.0,
36764_0,2.0,
36765_0,1.0,
36766_0,1.0,
36767_0,2.0,
36768_0,1.0,
36769_0,2.0,
36770_0,2.0,
36771_0,2.0,
36772_0,2.0,
36773_0,1.0,
36774_0,1.0,
36775_0,1.0,
36776_0,1.0,
36777_0,2.0,
36778_0,1.0,
36779_0,2.0,
36780_0,2.0,
36781_0,1.0,
36782_0,1.0,
36783_0,2.0,
36784_0,1.0,
36785_0,3.0,
36786_0,3.0,
36787_0,1.0,
36788_0,2.0,
36789_0,2.0,
36790_0,1.0,
36791_0,3.0,
36792_0,1.0,
36793_0,2.0,
36794_0,1.0,
36795_0,2.0,
36796_0,2.0,
36797_0,1.0,
36798_0,2.0,
36799_0,2.0,
36800_0,1.0,
36801_0,2.0,
36802_0,1.0,
36803_0,3.0,
36804_0,1.0,
36805_0,2.0,
36806_0,2.0,
36807_0,2.0,
36808_0,1.0,
36809_0,2.0,
36810_0,2.0,
36811_0,1.0,
36812_0,2.0,
36813_0,3.0,
36814_0,2.0,
36815_0,2.0,
36816_0,2.0,
36817_0,2.0,
36818_0,1.0,
36819_0,2.0,
36820_0,2.0,
36821_0,3.0,
36822_0,1.0,
36823_0,2.0,
36824_0,2.0,
36825_0,1.0,
36826_0,1.0,
36827_0,1.0,
36828_0,2.0,
36829_0,2.0,
36830_0,2.0,
36831_0,1.0,
36832_0,2.0,
36833_0,2.0,
36834_0,2.0,
36835_0,1.0,
36836_0,1.0,
36837_0,1.0,
36838_0,2.0,
36839_0,2.0,
36840_0,1.0,
36841_0,1.0,
36842_0,2.0,
36843_0,1.0,
36844_0,2.0,
36845_0,2.0,
36846_0,3.0,
36847_0,2.0,
36848_0,2.0,
36849_0,2.0,
36850_0,2.0,
36851_0,1.0,
36852_0,2.0,
36853_0,2.0,
36854_0,1.0,
36855_0,2.0,
36856_0,2.0,
36857_0,2.0,
36858_0,2.0,
36859_0,1.0,
36860_0,2.0,
36861_0,2.0,
36862_0,1.0,
36863_0,2.0,
36864_0,2.0,
36865_0,1.0,
36866_0,3.0,
36867_0,2.0,
36868_0,1.0,
36869_0,1.0,
36870_0,1.0,
36871_0,2.0,
36872_0,1.0,
36873_0,1.0,
36874_0,3.0,
36875_0,1.0,
36876_0,2.0,
36877_0,2.0,
36878_0,2.0,
36879_0,2.0,
36880_0,2.0,
36881_0,2.0,
36882_0,2.0,
36883_0,2.0,
36884_0,1.0,
36885_0,1.0,
36886_0,2.0,
36887_0,2.0,
36888_0,2.0,
36889_0,1.0,
36890_0,2.0,
36891_0,1.0,
36892_0,1.0,
36893_0,2.0,
36894_0,2.0,
36895_0,1.0,
36896_0,1.0,
36897_0,2.0,
36898_0,3.0,
36899_0,1.0,
36900_0,2.0,
36901_0,2.0,
36902_0,1.0,
36903_0,2.0,
36904_0,3.0,
36905_0,2.0,
36906_0,3.0,
36907_0,1.0,
36908_0,2.0,
36909_0,1.0,
36910_0,2.0,
36911_0,1.0,
36912_0,2.0,
36913_0,1.0,
36914_0,2.0,
36915_0,2.0,
36916_0,1.0,
36917_0,1.0,
36918_0,2.0,
36919_0,2.0,
36920_0,2.0,
36921_0,2.0,
36922_0,2.0,
36923_0,1.0,
36924_0,2.0,
36925_0,2.0,
36926_0,2.0,
36927_0,2.0,
36928_0,1.0,
36929_0,2.0,
36930_0,2.0,
36931_0,2.0,
36932_0,2.0,
36933_0,3.0,
36934_0,2.0,
36935_0,2.0,
36936_0,2.0,
36937_0,2.0,
36938_0,3.0,
36939_0,2.0,
36940_0,2.0,
36941_0,1.0,
36942_0,2.0,
36943_0,2.0,
36944_0,2.0,
36945_0,2.0,
36946_0,2.0,
36947_0,2.0,
36948_0,2.0,
36949_0,2.0,
36950_0,2.0,
36951_0,2.0,
36952_0,1.0,
36953_0,1.0,
36954_0,2.0,
36955_0,2.0,
36956_0,2.0,
36957_0,2.0,
36958_0,1.0,
36959_0,2.0,
36960_0,1.0,
36961_0,2.0,
36962_0,2.0,
36963_0,1.0,
36964_0,1.0,
36965_0,1.0,
36966_0,1.0,
36967_0,2.0,
36968_0,2.0,
36969_0,2.0,
36970_0,1.0,
36971_0,1.0,
36972_0,2.0,
36973_0,1.0,
36974_0,1.0,
36975_0,2.0,
36976_0,2.0,
36977_0,2.0,
36978_0,1.0,
36979_0,3.0,
36980_0,2.0,
36981_0,3.0,
36982_0,1.0,
36983_0,1.0,
36984_0,2.0,
36985_0,2.0,
36986_0,1.0,
36987_0,3.0,
36988_0,2.0,
36989_0,3.0,
36990_0,2.0,
36991_0,1.0,
36992_0,2.0,
36993_0,2.0,
36994_0,2.0,
36995_0,2.0,
36996_0,2.0,
36997_0,1.0,
36998_0,1.0,
36999_0,1.0,
37000_0,1.0,
37001_0,2.0,
37002_0,2.0,
37003_0,1.0,
37004_0,3.0,
37005_0,1.0,
37006_0,2.0,
37007_0,2.0,
37008_0,3.0,
37009_0,1.0,
37010_0,2.0,
37011_0,1.0,
37012_0,1.0,
37013_0,1.0,
37014_0,2.0,
37015_0,2.0,
37016_0,1.0,
37017_0,2.0,
37018_0,1.0,
37019_0,1.0,
37020_0,2.0,
37021_0,2.0,
37022_0,1.0,
37023_0,2.0,
37024_0,2.0,
37025_0,2.0,
37026_0,1.0,
37027_0,3.0,
37028_0,2.0,
37029_0,1.0,
37030_0,2.0,
37031_0,1.0,
37032_0,2.0,
37033_0,2.0,
37034_0,1.0,
37035_0,2.0,
37036_0,2.0,
37037_0,2.0,
37038_0,2.0,
37039_0,1.0,
37040_0,1.0,
37041_0,2.0,
37042_0,2.0,
37043_0,2.0,
37044_0,2.0,
37045_0,2.0,
37046_0,2.0,
37047_0,2.0,
37048_0,2.0,
37049_0,2.0,
37050_0,1.0,
37051_0,2.0,
37052_0,2.0,
37053_0,2.0,
37054_0,2.0,
37055_0,1.0,
37056_0,2.0,
37057_0,2.0,
37058_0,2.0,
37059_0,2.0,
37060_0,2.0,
37061_0,2.0,
37062_0,1.0,
37063_0,2.0,
37064_0,2.0,
37065_0,3.0,
37066_0,1.0,
37067_0,1.0,
37068_0,2.0,
37069_0,2.0,
37070_0,2.0,
37071_0,1.0,
37072_0,2.0,
37073_0,2.0,
37074_0,2.0,
37075_0,2.0,
37076_0,1.0,
37077_0,3.0,
37078_0,3.0,
37079_0,2.0,
37080_0,2.0,
37081_0,2.0,
37082_0,2.0,
37083_0,3.0,
37084_0,2.0,
37085_0,1.0,
37086_0,2.0,
37087_0,1.0,
37088_0,2.0,
37089_0,1.0,
37090_0,2.0,
37091_0,2.0,
37092_0,2.0,
37093_0,1.0,
37094_0,2.0,
37095_0,2.0,
37096_0,2.0,
37097_0,2.0,
37098_0,1.0,
37099_0,2.0,
37100_0,2.0,
37101_0,2.0,
37102_0,2.0,
37103_0,2.0,
37104_0,2.0,
37105_0,3.0,
37106_0,1.0,
37107_0,1.0,
37108_0,1.0,
37109_0,2.0,
37110_0,2.0,
37111_0,1.0,
37112_0,2.0,
37113_0,1.0,
37114_0,2.0,
37115_0,1.0,
37116_0,2.0,
37117_0,2.0,
37118_0,2.0,
37119_0,2.0,
37120_0,3.0,
37121_0,1.0,
37122_0,2.0,
37123_0,2.0,
37124_0,2.0,
37125_0,2.0,
37126_0,2.0,
37127_0,3.0,
37128_0,1.0,
37129_0,1.0,
37130_0,1.0,
37131_0,2.0,
37132_0,1.0,
37133_0,3.0,
37134_0,2.0,
37135_0,1.0,
37136_0,2.0,
37137_0,1.0,
37138_0,2.0,
37139_0,1.0,
37140_0,2.0,
37141_0,1.0,
37142_0,1.0,
37143_0,2.0,
37144_0,1.0,
37145_0,1.0,
37146_0,2.0,
37147_0,2.0,
37148_0,1.0,
37149_0,3.0,
37150_0,2.0,
37151_0,2.0,
37152_0,2.0,
37153_0,1.0,
37154_0,2.0,
37155_0,1.0,
37156_0,3.0,
37157_0,2.0,
37158_0,2.0,
37159_0,1.0,
37160_0,3.0,
37161_0,1.0,
37162_0,2.0,
37163_0,2.0,
37164_0,2.0,
37165_0,2.0,
37166_0,2.0,
37167_0,2.0,
37168_0,2.0,
37169_0,1.0,
37170_0,2.0,
37171_0,2.0,
37172_0,2.0,
37173_0,3.0,
37174_0,2.0,
37175_0,1.0,
37176_0,2.0,
37177_0,1.0,
37178_0,2.0,
37179_0,2.0,
37180_0,2.0,
37181_0,1.0,
37182_0,2.0,
37183_0,2.0,
37184_0,2.0,
37185_0,2.0,
37186_0,2.0,
37187_0,2.0,
37188_0,1.0,
37189_0,2.0,
37190_0,3.0,
37191_0,2.0,
37192_0,1.0,
37193_0,2.0,
37194_0,1.0,
37195_0,3.0,
37196_0,1.0,
37197_0,1.0,
37198_0,1.0,
37199_0,2.0,
37200_0,1.0,
37201_0,2.0,
37202_0,3.0,
37203_0,2.0,
37204_0,2.0,
37205_0,2.0,
37206_0,2.0,
37207_0,1.0,
37208_0,1.0,
37209_0,1.0,
37210_0,2.0,
37211_0,1.0,
37212_0,2.0,
37213_0,2.0,
37214_0,2.0,
37215_0,2.0,
37216_0,2.0,
37217_0,1.0,
37218_0,1.0,
37219_0,1.0,
37220_0,2.0,
37221_0,2.0,
37222_0,2.0,
37223_0,2.0,
37224_0,2.0,
37225_0,1.0,
37226_0,2.0,
37227_0,1.0,
37228_0,1.0,
37229_0,1.0,
37230_0,1.0,
37231_0,2.0,
37232_0,1.0,
37233_0,1.0,
37234_0,1.0,
37235_0,2.0,
37236_0,1.0,
37237_0,2.0,
37238_0,2.0,
37239_0,3.0,
37240_0,1.0,
37241_0,3.0,
37242_0,2.0,
37243_0,1.0,
37244_0,1.0,
37245_0,1.0,
37246_0,2.0,
37247_0,3.0,
37248_0,2.0,
37249_0,2.0,
37250_0,3.0,
37251_0,1.0,
37252_0,2.0,
37253_0,1.0,
37254_0,2.0,
37255_0,2.0,
37256_0,2.0,
37257_0,1.0,
37258_0,2.0,
37259_0,2.0,
37260_0,2.0,
37261_0,1.0,
37262_0,1.0,
37263_0,2.0,
37264_0,2.0,
37265_0,2.0,
37266_0,3.0,
37267_0,2.0,
37268_0,2.0,
37269_0,2.0,
37270_0,3.0,
37271_0,2.0,
37272_0,1.0,
37273_0,2.0,
37274_0,2.0,
37275_0,1.0,
37276_0,2.0,
37277_0,2.0,
37278_0,3.0,
37279_0,2.0,
37280_0,2.0,
37281_0,1.0,
37282_0,2.0,
37283_0,2.0,
37284_0,2.0,
37285_0,1.0,
37286_0,1.0,
37287_0,1.0,
37288_0,2.0,
37289_0,3.0,
37290_0,3.0,
37291_0,2.0,
37292_0,1.0,
37293_0,1.0,
37294_0,2.0,
37295_0,1.0,
37296_0,2.0,
37297_0,2.0,
37298_0,2.0,
37299_0,2.0,
37300_0,1.0,
37301_0,2.0,
37302_0,2.0,
37303_0,2.0,
37304_0,2.0,
37305_0,2.0,
37306_0,1.0,
37307_0,1.0,
37308_0,2.0,
37309_0,2.0,
37310_0,1.0,
37311_0,1.0,
37312_0,2.0,
37313_0,2.0,
37314_0,2.0,
37315_0,2.0,
37316_0,1.0,
37317_0,2.0,
37318_0,1.0,
37319_0,2.0,
37320_0,2.0,
37321_0,3.0,
37322_0,3.0,
37323_0,2.0,
37324_0,1.0,
37325_0,1.0,
37326_0,2.0,
37327_0,2.0,
37328_0,2.0,
37329_0,2.0,
37330_0,1.0,
37331_0,1.0,
37332_0,1.0,
37333_0,1.0,
37334_0,2.0,
37335_0,2.0,
37336_0,2.0,
37337_0,1.0,
37338_0,2.0,
37339_0,2.0,
37340_0,2.0,
37341_0,2.0,
37342_0,1.0,
37343_0,2.0,
37344_0,1.0,
37345_0,1.0,
37346_0,2.0,
37347_0,1.0,
37348_0,1.0,
37349_0,2.0,
37350_0,2.0,
37351_0,2.0,
37352_0,2.0,
37353_0,2.0,
37354_0,1.0,
37355_0,1.0,
37356_0,1.0,
37357_0,1.0,
37358_0,2.0,
37359_0,2.0,
37360_0,2.0,
37361_0,2.0,
37362_0,2.0,
37363_0,2.0,
37364_0,2.0,
37365_0,2.0,
37366_0,1.0,
37367_0,1.0,
37368_0,2.0,
37369_0,2.0,
37370_0,1.0,
37371_0,2.0,
37372_0,2.0,
37373_0,1.0,
37374_0,2.0,
37375_0,1.0,
37376_0,2.0,
37377_0,2.0,
37378_0,3.0,
37379_0,2.0,
37380_0,1.0,
37381_0,1.0,
37382_0,1.0,
37383_0,2.0,
37384_0,2.0,
37385_0,2.0,
37386_0,2.0,
37387_0,1.0,
37388_0,1.0,
37389_0,2.0,
37390_0,2.0,
37391_0,2.0,
37392_0,2.0,
37393_0,2.0,
37394_0,1.0,
37395_0,3.0,
37396_0,1.0,
37397_0,2.0,
37398_0,1.0,
37399_0,2.0,
37400_0,3.0,
37401_0,2.0,
37402_0,2.0,
37403_0,3.0,
37404_0,2.0,
37405_0,1.0,
37406_0,1.0,
37407_0,2.0,
37408_0,2.0,
37409_0,2.0,
37410_0,2.0,
37411_0,2.0,
37412_0,1.0,
37413_0,3.0,
37414_0,1.0,
37415_0,2.0,
37416_0,2.0,
37417_0,1.0,
37418_0,1.0,
37419_0,2.0,
37420_0,1.0,
37421_0,1.0,
37422_0,2.0,
37423_0,2.0,
37424_0,3.0,
37425_0,1.0,
37426_0,2.0,
37427_0,2.0,
37428_0,3.0,
37429_0,2.0,
37430_0,2.0,
37431_0,1.0,
37432_0,1.0,
37433_0,2.0,
37434_0,3.0,
37435_0,2.0,
37436_0,2.0,
37437_0,2.0,
37438_0,2.0,
37439_0,2.0,
37440_0,1.0,
37441_0,2.0,
37442_0,1.0,
37443_0,1.0,
37444_0,2.0,
37445_0,1.0,
37446_0,3.0,
37447_0,2.0,
37448_0,1.0,
37449_0,2.0,
37450_0,3.0,
37451_0,2.0,
37452_0,3.0,
37453_0,1.0,
37454_0,1.0,
37455_0,2.0,
37456_0,2.0,
37457_0,2.0,
37458_0,2.0,
37459_0,1.0,
37460_0,2.0,
37461_0,1.0,
37462_0,1.0,
37463_0,2.0,
37464_0,2.0,
37465_0,3.0,
37466_0,1.0,
37467_0,1.0,
37468_0,2.0,
37469_0,2.0,
37470_0,2.0,
37471_0,2.0,
37472_0,2.0,
37473_0,1.0,
37474_0,2.0,
37475_0,2.0,
37476_0,1.0,
37477_0,2.0,
37478_0,1.0,
37479_0,1.0,
37480_0,2.0,
37481_0,2.0,
37482_0,1.0,
37483_0,2.0,
37484_0,2.0,
37485_0,2.0,
37486_0,1.0,
37487_0,2.0,
37488_0,1.0,
37489_0,2.0,
37490_0,2.0,
37491_0,2.0,
37492_0,2.0,
37493_0,2.0,
37494_0,2.0,
37495_0,2.0,
37496_0,1.0,
37497_0,1.0,
37498_0,1.0,
37499_0,1.0,
37500_0,1.0,
37501_0,3.0,
37502_0,1.0,
37503_0,1.0,
37504_0,1.0,
37505_0,3.0,
37506_0,2.0,
37507_0,1.0,
37508_0,2.0,
37509_0,1.0,
37510_0,1.0,
37511_0,2.0,
37512_0,1.0,
37513_0,1.0,
37514_0,1.0,
37515_0,2.0,
37516_0,2.0,
37517_0,1.0,
37518_0,2.0,
37519_0,1.0,
37520_0,2.0,
37521_0,1.0,
37522_0,1.0,
37523_0,1.0,
37524_0,2.0,
37525_0,1.0,
37526_0,1.0,
37527_0,1.0,
37528_0,1.0,
37529_0,2.0,
37530_0,1.0,
37531_0,2.0,
37532_0,1.0,
37533_0,1.0,
37534_0,2.0,
37535_0,2.0,
37536_0,1.0,
37537_0,3.0,
37538_0,1.0,
37539_0,2.0,
37540_0,2.0,
37541_0,3.0,
37542_0,1.0,
37543_0,2.0,
37544_0,2.0,
37545_0,1.0,
37546_0,1.0,
37547_0,2.0,
37548_0,1.0,
37549_0,2.0,
37550_0,2.0,
37551_0,1.0,
37552_0,1.0,
37553_0,1.0,
37554_0,2.0,
37555_0,1.0,
37556_0,2.0,
37557_0,3.0,
37558_0,2.0,
37559_0,3.0,
37560_0,2.0,
37561_0,2.0,
37562_0,2.0,
37563_0,3.0,
37564_0,3.0,
37565_0,1.0,
37566_0,2.0,
37567_0,1.0,
37568_0,1.0,
37569_0,1.0,
37570_0,2.0,
37571_0,1.0,
37572_0,2.0,
37573_0,1.0,
37574_0,3.0,
37575_0,2.0,
37576_0,2.0,
37577_0,2.0,
37578_0,2.0,
37579_0,2.0,
37580_0,2.0,
37581_0,2.0,
37582_0,2.0,
37583_0,2.0,
37584_0,2.0,
37585_0,1.0,
37586_0,2.0,
37587_0,3.0,
37588_0,1.0,
37589_0,2.0,
37590_0,1.0,
37591_0,2.0,
37592_0,1.0,
37593_0,3.0,
37594_0,1.0,
37595_0,2.0,
37596_0,2.0,
37597_0,1.0,
37598_0,3.0,
37599_0,2.0,
37600_0,1.0,
37601_0,1.0,
37602_0,2.0,
37603_0,1.0,
37604_0,1.0,
37605_0,1.0,
37606_0,2.0,
37607_0,1.0,
37608_0,2.0,
37609_0,2.0,
37610_0,1.0,
37611_0,2.0,
37612_0,1.0,
37613_0,2.0,
37614_0,2.0,
37615_0,2.0,
37616_0,2.0,
37617_0,3.0,
37618_0,2.0,
37619_0,2.0,
37620_0,1.0,
37621_0,2.0,
37622_0,2.0,
37623_0,2.0,
37624_0,1.0,
37625_0,2.0,
37626_0,1.0,
37627_0,2.0,
37628_0,1.0,
37629_0,2.0,
37630_0,1.0,
37631_0,2.0,
37632_0,1.0,
37633_0,1.0,
37634_0,2.0,
37635_0,1.0,
37636_0,2.0,
37637_0,2.0,
37638_0,2.0,
37639_0,1.0,
37640_0,2.0,
