system:index,gHM,.geo
3785_0,0.030382456,
3786_0,0.0873103,
3787_0,0.04790671,
3788_0,0.066158324,
3789_0,0.040213354,
3790_0,0.26832393,
3791_0,0.20123997,
3792_0,0.078357,
3793_0,0.25736517,
3794_0,2.2791776E-4,
3796_0,0.05189801,
3797_0,0.19905955,
3798_0,0.8336104,
3799_0,0.08572184,
3800_0,0.018251492,
3801_0,0.4424943,
3802_0,0.027468858,
3804_0,0.10240135,
3805_0,0.91174763,
3806_0,0.0,
3807_0,0.11066568,
3808_0,0.1926862,
3809_0,0.21515316,
3810_0,0.029799268,
3811_0,0.2025506,
3812_0,0.23139039,
3813_0,0.3786124,
3814_0,0.096639775,
3815_0,0.051686447,
3816_0,0.059958056,
3817_0,0.06389165,
3818_0,0.0013316509,
3820_0,0.43822497,
3821_0,0.03570534,
3822_0,0.10372412,
3823_0,0.4745936,
3824_0,0.48935252,
3826_0,0.05175285,
3827_0,0.10714457,
3828_0,0.08585214,
3829_0,0.35233864,
3830_0,0.0013591457,
3831_0,0.030359097,
3834_0,0.01506304,
3835_0,0.02388625,
3836_0,0.15299593,
3837_0,0.2324801,
3838_0,0.52734077,
3839_0,0.8478383,
3840_0,0.39221904,
3841_0,0.34854925,
3842_0,0.08352836,
3843_0,0.3651423,
3844_0,0.16687246,
3845_0,0.009483679,
3846_0,0.47314525,
3848_0,0.017370308,
3849_0,0.0375234,
3850_0,0.36352885,
3851_0,0.07600728,
3852_0,0.043858502,
3853_0,0.948575,
3854_0,0.12430079,
3855_0,0.0737006,
3856_0,0.018842911,
3857_0,0.13671932,
3858_0,0.034582138,
3860_0,0.17815231,
3861_0,0.7660185,
3862_0,0.0013332895,
3863_0,0.27927244,
3864_0,0.8798547,
3865_0,0.43017516,
3866_0,0.041668475,
3867_0,0.14050408,
3868_0,0.0047209896,
3869_0,0.12708153,
3870_0,0.3742144,
3871_0,0.0012299832,
3872_0,0.028637893,
3873_0,0.2222462,
3874_0,0.3010106,
3875_0,0.008213882,
3876_0,0.5437021,
3877_0,0.036753885,
3878_0,0.029533666,
3879_0,0.33010888,
3880_0,0.09828753,
3881_0,0.51338065,
3882_0,0.4814523,
3883_0,0.067536145,
3885_0,0.18974823,
3886_0,0.02359993,
3887_0,0.035045955,
3888_0,0.06416,
3889_0,0.24884225,
3890_0,4.837832E-4,
3891_0,0.1020717,
3892_0,0.0,
3893_0,1.261622E-5,
3894_0,0.027316187,
3895_0,7.2696875E-4,
3896_0,0.51195,
3897_0,0.053347178,
3898_0,0.056014996,
3899_0,0.03462496,
3900_0,0.67253757,
3901_0,0.22738911,
3902_0,0.30308375,
3903_0,0.0,
3904_0,2.9088012E-6,
3905_0,0.011968749,
3906_0,0.09059727,
3907_0,0.04388992,
3908_0,0.88539326,
3909_0,0.23113313,
3910_0,0.0030639481,
3911_0,0.01638984,
3912_0,0.06405575,
3913_0,0.0073566507,
3914_0,0.0036242807,
3916_0,0.16822949,
3917_0,0.019898998,
3918_0,0.08474898,
3919_0,0.37406945,
3920_0,0.021119004,
3921_0,0.6496215,
3922_0,0.0770639,
3923_0,0.6469736,
3924_0,0.05724976,
3925_0,0.010519649,
3926_0,0.5529521,
3927_0,0.0,
3929_0,0.06793124,
3930_0,0.13602437,
3931_0,0.1090432,
3932_0,0.33944616,
3933_0,0.22044405,
3934_0,0.021324806,
3935_0,0.84313697,
3937_0,0.20340517,
3938_0,0.9188867,
3939_0,0.31565058,
3940_0,0.09157752,
3941_0,0.7088098,
3942_0,0.10569955,
3944_0,0.14606503,
3945_0,0.70571315,
3946_0,0.56134546,
3947_0,0.0,
3949_0,0.06286162,
3950_0,0.066478424,
3951_0,0.41351476,
3952_0,0.24613202,
3953_0,0.053218823,
3954_0,0.42792663,
3955_0,0.0042882003,
3957_0,5.3597905E-4,
3958_0,0.05719373,
3959_0,0.32987636,
3960_0,0.23354137,
3961_0,0.37939665,
3962_0,0.0,
3963_0,0.120708816,
3964_0,0.15824504,
3965_0,0.022244805,
3966_0,0.0,
3967_0,0.0,
3968_0,0.033297777,
3969_0,0.041941985,
3970_0,0.0011005304,
3972_0,0.13009518,
3973_0,0.023795461,
3974_0,0.20859085,
3975_0,0.058125176,
3977_0,0.018048478,
3978_0,0.7023361,
3979_0,0.041228823,
3980_0,0.3297878,
3981_0,0.11229697,
3982_0,0.08047724,
3983_0,0.019791221,
3984_0,0.2629002,
3985_0,0.070724994,
3986_0,0.07883034,
3987_0,0.5522067,
3988_0,7.0267677E-4,
3989_0,0.060000364,
3990_0,0.03469615,
3991_0,0.06403827,
3992_0,0.05756224,
3993_0,0.0,
3994_0,0.07802253,
3995_0,0.0,
3996_0,0.013955233,
3997_0,0.064021096,
3998_0,0.059871446,
3999_0,0.30426085,
4000_0,0.07549856,
4001_0,0.2801548,
4002_0,0.7516647,
4003_0,0.16962911,
4004_0,0.09331104,
4005_0,0.02923237,
4006_0,0.06435462,
4007_0,0.0061238436,
4008_0,0.011807216,
4009_0,0.46540835,
4010_0,0.054974407,
4011_0,0.041830737,
4012_0,0.36449584,
4013_0,0.5857258,
4014_0,0.86760724,
4015_0,0.036707856,
4016_0,0.0032973108,
4017_0,0.054751866,
4018_0,0.93992144,
4019_0,0.029919095,
4020_0,0.0040737134,
4021_0,0.27291146,
4022_0,0.5706095,
4023_0,0.75077665,
4024_0,0.48513433,
4025_0,0.047311056,
4026_0,0.19036527,
4027_0,6.197554E-5,
4028_0,0.32308695,
4029_0,0.047165435,
4030_0,0.5024498,
4031_0,0.3203685,
4032_0,0.3465695,
4033_0,0.0,
4034_0,0.019124448,
4035_0,0.50177705,
4036_0,0.15744784,
4037_0,0.12572405,
4038_0,0.024973137,
4039_0,0.0,
4040_0,0.18783444,
4041_0,0.22217782,
4042_0,0.70025754,
4043_0,0.1266998,
4044_0,0.02504041,
4045_0,0.10308419,
4046_0,0.4393685,
4047_0,0.2417081,
4048_0,0.07565918,
4050_0,0.30964884,
4051_0,0.4261599,
4052_0,0.01420697,
4053_0,0.4049521,
4054_0,0.6222407,
4056_0,0.184935,
4057_0,0.80343926,
4058_0,4.306095E-4,
4059_0,0.09469949,
4060_0,0.13026986,
4061_0,0.07680598,
4062_0,0.0030653279,
4063_0,0.8285651,
4064_0,0.22816378,
4065_0,0.0817653,
4066_0,3.470417E-4,
4067_0,0.3251208,
4068_0,0.14486958,
4070_0,0.3445701,
4071_0,0.02466568,
4072_0,0.034346424,
4073_0,0.05462052,
4074_0,0.6030341,
4075_0,0.0016350073,
4076_0,0.0,
4077_0,0.90470016,
4078_0,0.33163476,
4079_0,0.12541145,
4080_0,0.07513861,
4081_0,0.13160276,
4082_0,0.26572198,
4083_0,0.38481805,
4084_0,0.2250745,
4085_0,0.29353988,
4086_0,0.0,
4087_0,0.012036679,
4088_0,0.017976766,
4089_0,0.08121247,
4090_0,0.021226628,
4091_0,0.4000297,
4092_0,0.06506579,
4093_0,0.09015563,
4094_0,0.024383979,
4095_0,0.08150158,
4096_0,0.017371545,
4097_0,0.19557789,
4098_0,0.07814421,
4099_0,0.10301619,
4100_0,0.29195628,
4101_0,4.871061E-4,
4102_0,0.13880454,
4103_0,0.14381032,
4104_0,0.47853073,
4106_0,0.4628638,
4107_0,0.549892,
4108_0,0.07423705,
4109_0,0.035503693,
4110_0,0.0,
4111_0,0.045443818,
4112_0,0.106065,
4113_0,0.10985452,
4114_0,0.6549455,
4115_0,0.098555684,
4116_0,0.922224,
4117_0,0.01196743,
4119_0,0.0,
4120_0,0.0,
4121_0,0.032196373,
4123_0,0.027525567,
4124_0,0.0023287751,
4125_0,0.25508142,
4126_0,0.109005176,
4127_0,0.05394859,
4128_0,0.20788325,
4129_0,0.118258424,
4130_0,0.0502143,
4131_0,0.3922285,
4132_0,0.08474476,
4133_0,0.46682012,
4134_0,0.015900882,
4135_0,0.08284043,
4136_0,0.027294079,
4137_0,0.092625335,
4138_0,0.0022871802,
4139_0,0.12326169,
4140_0,0.043184023,
4141_0,0.0,
4142_0,0.032924123,
4143_0,0.2298702,
4144_0,0.16774362,
4145_0,0.007031306,
4146_0,0.039108664,
4147_0,0.015230578,
4148_0,0.12562463,
4149_0,0.70930535,
4150_0,0.1296434,
4151_0,0.22220688,
4153_0,0.4987593,
4154_0,0.029250188,
4155_0,0.0,
4156_0,0.06459797,
4157_0,0.2122242,
4158_0,0.7456754,
4159_0,0.08000567,
4160_0,0.023046147,
4161_0,0.36556986,
4162_0,0.004703456,
4163_0,0.10481176,
4164_0,0.90916145,
4165_0,0.01895324,
4166_0,0.81217253,
4167_0,0.70464927,
4168_0,0.0051281275,
4169_0,0.0218272,
4170_0,0.027174376,
4171_0,0.04271045,
4172_0,0.07896169,
4173_0,0.04012154,
4174_0,0.0021803542,
4175_0,0.29807442,
4176_0,0.0,
4177_0,0.2763472,
4178_0,0.12811276,
4179_0,6.326541E-4,
4180_0,0.23985556,
4181_0,0.4579005,
4182_0,0.031387895,
4183_0,0.38620767,
4184_0,0.0,
4185_0,0.8644379,
4186_0,0.07302752,
4187_0,0.17697968,
4188_0,0.17472166,
4189_0,0.6371411,
4190_0,0.001506827,
4191_0,0.034008317,
4193_0,0.02726239,
4194_0,0.6130894,
4196_0,0.19731024,
4197_0,4.7302942E-4,
4198_0,0.022050971,
4199_0,0.04427217,
4200_0,0.04102305,
4201_0,0.48097253,
4203_0,0.004095625,
4204_0,0.9209393,
4205_0,0.05466891,
4206_0,0.25381947,
4207_0,0.43197465,
4209_0,0.039203327,
4211_0,7.1625377E-4,
4212_0,0.013546908,
4213_0,0.06523758,
4214_0,0.02316987,
4215_0,0.16265175,
4216_0,7.18228E-5,
4217_0,0.104492314,
4218_0,0.2916532,
4220_0,0.12812375,
4221_0,7.0476363E-4,
4222_0,0.06410238,
4223_0,0.11223142,
4224_0,0.071715266,
4225_0,0.1960952,
4227_0,0.0297387,
4228_0,0.5817976,
4229_0,0.37025294,
4230_0,0.3841286,
4231_0,0.42999852,
4232_0,0.086287536,
4233_0,0.33431053,
4234_0,0.93674463,
4235_0,0.0147692105,
4236_0,0.15809377,
4237_0,0.05920414,
4238_0,0.22786999,
4239_0,0.12105402,
4240_0,0.54502046,
4241_0,0.7245757,
4242_0,0.20091978,
4243_0,0.064533256,
4244_0,0.051563725,
4245_0,0.028984219,
4246_0,0.31261533,
4247_0,0.07333566,
4249_0,0.05766107,
4250_0,0.04984711,
4251_0,0.081567734,
4252_0,0.13228066,
4253_0,0.11562035,
4254_0,0.8254608,
4255_0,0.029431332,
4256_0,0.19897974,
4258_0,0.02488692,
4259_0,0.06885094,
4260_0,0.1956148,
4261_0,1.0424172E-4,
4262_0,0.08982008,
4263_0,0.17392272,
4264_0,2.9716574E-4,
4265_0,0.0,
4266_0,0.2462553,
4267_0,0.06372035,
4268_0,0.055888943,
4269_0,0.4922026,
4270_0,0.7364541,
4271_0,2.2414105E-4,
4273_0,0.065932125,
4274_0,0.34699085,
4275_0,0.6117552,
4276_0,0.0035149471,
4277_0,0.14894143,
4278_0,0.05188811,
4279_0,0.11135125,
4280_0,0.0,
4281_0,0.0290592,
4282_0,0.01798862,
4283_0,0.030033499,
4284_0,0.29146963,
4285_0,0.22916555,
4286_0,0.5295088,
4287_0,0.02671062,
4288_0,0.052656334,
4290_0,0.04806515,
4291_0,0.024279984,
4292_0,0.42948982,
4293_0,0.42679343,
4294_0,0.042270396,
4295_0,0.060024902,
4296_0,0.0,
4297_0,0.069856375,
4298_0,0.09287761,
4299_0,0.2952748,
4300_0,0.028099813,
4301_0,0.0,
4302_0,0.018296437,
4303_0,0.043990377,
4304_0,0.02106975,
4305_0,0.0336612,
4306_0,7.1659626E-4,
4307_0,0.07435479,
4308_0,2.9477138E-5,
4309_0,0.12736692,
4311_0,0.330514,
4312_0,0.0035864075,
4313_0,0.88775396,
4314_0,0.10321322,
4315_0,0.4060239,
4316_0,0.021592628,
4317_0,0.04795121,
4318_0,0.0012030624,
4319_0,0.3862258,
4320_0,0.0,
4322_0,0.63523215,
4323_0,0.33383754,
4324_0,0.07856763,
4325_0,0.0,
4326_0,0.004095625,
4327_0,0.025851931,
4328_0,0.07233594,
4329_0,0.07201781,
4330_0,0.022529,
4331_0,0.61573964,
4332_0,3.7102554E-6,
4333_0,0.024384508,
4334_0,0.025846908,
4335_0,0.8788521,
4336_0,0.0,
4337_0,0.29255405,
4338_0,0.49138206,
4339_0,0.4920216,
4340_0,0.94274056,
4341_0,0.12344215,
4342_0,0.043904103,
4343_0,0.9253229,
4344_0,1.8602728E-4,
4345_0,0.12965585,
4346_0,0.43814602,
4347_0,0.06795578,
4348_0,0.027443279,
4349_0,0.031195816,
4350_0,0.017154591,
4351_0,0.4732895,
4352_0,0.45748422,
4353_0,0.1419914,
4354_0,0.0,
4355_0,0.2647269,
4356_0,0.0019102038,
4357_0,6.515018E-6,
4358_0,0.02483567,
4359_0,0.009754106,
4360_0,0.024709929,
4361_0,0.19090134,
4362_0,2.5847882E-8,
4364_0,0.020791227,
4365_0,0.103633106,
4366_0,0.02559764,
4368_0,0.043651447,
4369_0,0.13386723,
4370_0,0.0017125137,
4371_0,0.14380798,
4372_0,0.8356792,
4373_0,0.024519525,
4374_0,0.0,
4375_0,0.8252505,
4376_0,0.025105841,
4377_0,0.025873365,
4378_0,0.06975234,
4379_0,0.0,
4380_0,0.026633045,
4381_0,0.38774076,
4382_0,0.24011987,
4383_0,0.0028811176,
4384_0,0.0,
4385_0,0.12490436,
4386_0,0.021140115,
4387_0,0.1473269,
4388_0,0.13923112,
4389_0,0.39967117,
4390_0,0.021000322,
4391_0,0.04762315,
4392_0,2.9376367E-4,
4393_0,0.011348108,
4394_0,0.07254481,
4395_0,0.5983218,
4396_0,0.13571149,
4397_0,0.0057897866,
4399_0,0.0071085924,
4400_0,0.29121473,
4401_0,0.04452685,
4402_0,0.6738948,
4403_0,5.607995E-4,
4404_0,0.28881064,
4405_0,0.08583396,
4406_0,0.01794352,
4407_0,0.037619717,
4408_0,0.020462286,
4409_0,3.2721422E-4,
4410_0,0.049050894,
4411_0,0.06542828,
4412_0,0.08828418,
4413_0,0.06549898,
4414_0,0.0,
4415_0,0.014773962,
4416_0,0.19871771,
4417_0,0.0012416405,
4418_0,0.049099628,
4419_0,0.6088254,
4420_0,0.89570284,
4422_0,0.24257942,
4423_0,0.5308667,
4424_0,0.04772774,
4425_0,0.04012118,
4426_0,0.41568854,
4427_0,0.028242245,
4428_0,0.16448325,
4429_0,0.16833903,
4430_0,0.028948475,
4431_0,0.43790135,
4432_0,0.14520958,
4433_0,0.24038307,
4434_0,0.04711095,
4436_0,0.16797262,
4437_0,0.50339884,
4438_0,0.009971485,
4439_0,0.0026831627,
4440_0,0.7687831,
4442_0,0.03782341,
4443_0,0.154862,
4445_0,0.39730173,
4446_0,0.014332817,
4447_0,0.06299977,
4449_0,0.2870787,
4450_0,0.083470084,
4451_0,0.0,
4452_0,0.43201497,
4453_0,0.048411813,
4454_0,0.06839672,
4455_0,0.021222014,
4456_0,0.2848153,
4457_0,0.01135363,
4458_0,0.07367081,
4459_0,0.09930901,
4460_0,0.45101282,
4461_0,0.09488544,
4462_0,0.0018259108,
4463_0,0.22850981,
4464_0,3.7736903E-4,
4465_0,0.103421256,
4466_0,0.0016315269,
4468_0,0.033340286,
4469_0,0.0,
4470_0,0.057805225,
4471_0,0.21319024,
4472_0,0.015942866,
4473_0,0.4296091,
4474_0,0.37628332,
4475_0,0.022892337,
4476_0,0.021904385,
4477_0,0.03954764,
4478_0,0.46911877,
4479_0,0.070375636,
4480_0,0.025126304,
4481_0,0.06849393,
4482_0,0.86793864,
4483_0,0.031447243,
4484_0,0.02254888,
4485_0,0.090714425,
4486_0,0.002923808,
4487_0,0.0020792212,
4488_0,5.711362E-4,
4489_0,0.18546969,
4490_0,0.05135565,
4491_0,0.043604936,
4492_0,0.098700136,
4493_0,0.06501825,
4494_0,0.28874668,
4495_0,0.07901753,
4496_0,0.25586066,
4497_0,0.19274071,
4498_0,0.031950574,
4499_0,0.103534676,
4500_0,0.05907398,
4501_0,0.027148245,
4502_0,0.04660357,
4503_0,2.5610512E-4,
4504_0,0.025070906,
4505_0,0.19288912,
4507_0,0.9378078,
4508_0,0.59679437,
4509_0,0.091342926,
4510_0,0.05985691,
4511_0,0.014965341,
4513_0,0.0021976628,
4514_0,0.38592914,
4515_0,0.028296987,
4516_0,0.0388095,
4517_0,0.0,
4518_0,0.31474793,
4519_0,0.09207996,
4521_0,0.6429449,
4522_0,0.074950576,
4523_0,0.11663825,
4524_0,0.24562933,
4525_0,0.88581634,
4526_0,0.5942294,
4527_0,0.12421198,
4528_0,0.0,
4529_0,0.44213346,
4530_0,0.4095699,
4531_0,0.056045845,
4532_0,0.0,
4533_0,0.2658667,
4534_0,0.5580118,
4535_0,0.11972914,
4536_0,0.3516824,
4537_0,0.057399895,
4538_0,0.023230636,
4539_0,0.03701934,
4540_0,0.071600996,
4541_0,0.023144698,
4542_0,0.020724941,
4543_0,0.80371237,
4544_0,0.085266806,
4545_0,0.15472913,
4546_0,0.05225822,
4547_0,0.012799939,
4548_0,0.1833341,
4549_0,0.07239443,
4550_0,0.0,
4551_0,0.772321,
4553_0,0.21252704,
4554_0,0.28374904,
4555_0,0.4278501,
4556_0,0.628549,
4557_0,2.3913209E-4,
4558_0,0.04462511,
4559_0,0.04817397,
4560_0,0.7679289,
4561_0,0.47071627,
4562_0,0.028098706,
4563_0,0.57013535,
4564_0,0.22776368,
4565_0,0.047388233,
4566_0,0.048270296,
4567_0,0.3932424,
4568_0,0.029501814,
4569_0,0.017575838,
4570_0,0.0200022,
4571_0,0.0,
4572_0,0.13892666,
4573_0,0.4906622,
4574_0,0.023998126,
4575_0,0.038801946,
4576_0,0.008363614,
4577_0,0.015341312,
4578_0,0.091574244,
4579_0,0.0,
4580_0,0.3069647,
4581_0,0.10677867,
4583_0,0.027535476,
4584_0,0.034796633,
4585_0,0.084026694,
4586_0,0.003829667,
4587_0,0.04860642,
4588_0,0.043030646,
4589_0,0.56475055,
4590_0,0.012272987,
4591_0,0.11013855,
4592_0,0.02499317,
4593_0,0.069369,
4594_0,8.279218E-4,
4595_0,0.17825745,
4596_0,0.09436287,
4598_0,4.9068884E-4,
4599_0,0.11218592,
4600_0,0.3502452,
4601_0,0.04580349,
4602_0,0.046532772,
4603_0,0.0,
4604_0,0.032512985,
4605_0,0.12490436,
4606_0,0.039829236,
4607_0,0.022341361,
4608_0,0.022033233,
4609_0,0.18092434,
4610_0,0.58698666,
4611_0,0.65726274,
4612_0,0.11057172,
4613_0,0.24849704,
4614_0,0.0042299298,
4615_0,0.6055274,
4616_0,0.07136394,
4617_0,0.91986686,
4618_0,0.26320472,
4619_0,0.0889174,
4620_0,0.08425995,
4621_0,0.0,
4624_0,0.096241936,
4625_0,0.0,
4626_0,0.014306642,
4627_0,0.0013318161,
4628_0,0.3400259,
4629_0,0.08139598,
4630_0,0.3224412,
4631_0,0.3940653,
4632_0,0.0,
4633_0,0.3499754,
4634_0,0.199747,
4635_0,0.18291727,
4636_0,0.4854777,
4638_0,0.037999116,
4639_0,0.024612725,
4640_0,0.2754602,
4643_0,0.22704436,
4644_0,0.12367412,
4645_0,0.0,
4646_0,0.4011715,
4647_0,0.17954662,
4648_0,0.891279,
4649_0,0.0,
4650_0,0.27570975,
4651_0,0.057551242,
4653_0,0.05401945,
4654_0,0.5217063,
4655_0,0.2083826,
4656_0,0.0,
4657_0,0.11596637,
4658_0,0.7094372,
4659_0,0.004765715,
4660_0,0.5094055,
4663_0,0.05962966,
4664_0,0.027888685,
4665_0,0.0,
4666_0,0.23374072,
4667_0,0.4640451,
4668_0,0.01708255,
4669_0,0.11003674,
4670_0,0.25061482,
4671_0,0.12037183,
4672_0,0.19992879,
4673_0,0.14105874,
4674_0,0.07851111,
4675_0,0.07791472,
4676_0,0.15131679,
4677_0,0.029683243,
4678_0,0.055712424,
4679_0,0.4503565,
4680_0,0.08081994,
4681_0,0.13666895,
4682_0,0.44872847,
4683_0,0.44216657,
4684_0,0.018292382,
4685_0,0.15362957,
4686_0,0.02037368,
4687_0,0.05328738,
4688_0,0.4505679,
4689_0,0.037463102,
4690_0,0.16170427,
4691_0,0.0031284569,
4692_0,0.38829613,
4693_0,0.73805344,
4694_0,0.02632776,
4695_0,0.061949138,
4696_0,0.04220572,
4697_0,0.0026831627,
4698_0,0.073610805,
4699_0,0.8616019,
4700_0,0.051896825,
4701_0,0.6072228,
4702_0,0.37064877,
4703_0,0.13720499,
4704_0,0.0014150882,
4705_0,0.1396131,
4706_0,0.01656568,
4707_0,0.04348299,
4708_0,0.1348648,
4709_0,0.29703596,
4710_0,0.089830354,
4712_0,0.7681768,
4714_0,0.56436855,
4715_0,0.0,
4716_0,0.6107963,
4717_0,0.36713812,
4719_0,0.118930705,
4720_0,0.14131501,
4721_0,0.1391941,
4722_0,0.06687336,
4723_0,0.13481,
4724_0,0.23759504,
4725_0,0.052058388,
4726_0,0.06295246,
4727_0,0.039502297,
4728_0,0.15785922,
4729_0,0.09880661,
4730_0,0.21947005,
4731_0,0.54280514,
4732_0,0.019219134,
4733_0,0.9004469,
4734_0,0.06282421,
4735_0,0.30894142,
4736_0,0.05205323,
4737_0,0.008904546,
4738_0,0.65408546,
4739_0,0.00482225,
4741_0,0.8265692,
4742_0,0.03566238,
4743_0,0.7830563,
4744_0,0.01434818,
4745_0,0.017936135,
4746_0,0.02538491,
4748_0,2.4220859E-5,
4749_0,0.06407247,
4750_0,0.06640205,
4751_0,0.003456498,
4752_0,0.19819026,
4753_0,0.07370697,
4755_0,0.0020449676,
4756_0,0.09173651,
4757_0,0.33635032,
4758_0,0.1918477,
4759_0,0.07171839,
4760_0,0.34615314,
4761_0,0.44941452,
4762_0,0.16645458,
4763_0,0.5479602,
4764_0,0.49159306,
4765_0,0.015642447,
4766_0,0.05726569,
4767_0,0.29063368,
4768_0,0.21444094,
4769_0,0.4011715,
4770_0,0.51685524,
4771_0,0.086783715,
4772_0,0.21648878,
4775_0,0.7132957,
4776_0,0.2957414,
4777_0,0.0,
4778_0,0.027278464,
4779_0,0.020621447,
4780_0,0.17408964,
4781_0,0.08016245,
4782_0,0.0011978552,
4783_0,0.66507125,
4785_0,0.019082839,
4786_0,0.0,
4787_0,0.23205374,
4788_0,0.0,
4789_0,0.03212627,
4790_0,0.0854404,
4791_0,0.08942493,
4792_0,0.06993656,
4793_0,0.055528313,
4794_0,0.034861613,
4795_0,0.024489556,
4796_0,0.03146405,
4797_0,0.111933604,
4798_0,0.0,
4799_0,0.01906257,
4801_0,0.7193042,
4802_0,0.0052247015,
4803_0,0.73480016,
4804_0,0.028456884,
4805_0,0.0667173,
4806_0,0.36408684,
4807_0,0.4180157,
4808_0,0.0,
4809_0,0.43566397,
4810_0,0.055558853,
4812_0,0.018861419,
4813_0,0.86080784,
4814_0,0.5550249,
4815_0,0.030012963,
4817_0,0.35371232,
4818_0,0.25704923,
4819_0,0.07511943,
4820_0,0.08961287,
4821_0,0.40171355,
4822_0,0.6109098,
4823_0,0.0,
4824_0,0.0,
4825_0,0.7848669,
4826_0,0.5200108,
4827_0,0.13376929,
4828_0,0.13064782,
4829_0,0.23729756,
4830_0,0.400946,
4831_0,0.22875425,
4832_0,0.3584306,
4833_0,0.0,
4834_0,0.3770504,
4835_0,0.4703993,
4836_0,0.3820897,
4837_0,0.04018559,
4839_0,0.007684865,
4840_0,0.08020221,
4841_0,0.31976008,
4842_0,0.1483157,
4843_0,0.070331156,
4844_0,0.020518208,
4845_0,0.41887373,
4846_0,9.983791E-5,
4848_0,0.3265784,
4849_0,0.5770811,
4850_0,0.022935206,
4851_0,0.30755538,
4852_0,0.0,
4853_0,0.022116266,
4854_0,0.21765973,
4855_0,0.0037909723,
4856_0,0.33382973,
4857_0,4.567006E-5,
4858_0,0.086782835,
4859_0,0.08888453,
4860_0,0.0,
4861_0,0.040852778,
4862_0,0.24223305,
4864_0,0.25151724,
4865_0,0.020603722,
4866_0,0.028247347,
4867_0,0.0,
4868_0,0.26841253,
4869_0,3.839884E-4,
4870_0,0.050474703,
4871_0,0.1421619,
4872_0,0.0017686436,
4873_0,0.2832449,
4874_0,0.0,
4875_0,0.5547437,
4876_0,0.12372898,
4879_0,7.2696875E-4,
4880_0,0.013446581,
4881_0,0.021213993,
4883_0,0.015135459,
4884_0,0.045473225,
4885_0,0.09247707,
4886_0,0.04453493,
4887_0,0.10247147,
4888_0,0.040419225,
4889_0,0.14796583,
4890_0,0.20927638,
4891_0,0.07330839,
4892_0,0.0,
4894_0,0.0034671072,
4895_0,0.021994328,
4896_0,0.17185532,
4897_0,0.014581925,
4898_0,0.035870437,
4899_0,0.2764528,
4900_0,0.029640645,
4901_0,0.3335075,
4902_0,0.077833556,
4903_0,0.031516068,
4904_0,0.068988904,
4905_0,0.3332237,
4906_0,0.16023706,
4907_0,0.0,
4908_0,0.866052,
4909_0,0.15712392,
4910_0,3.7469913E-4,
4911_0,0.018004475,
4912_0,0.044989165,
4913_0,0.019945921,
4914_0,0.07182635,
4915_0,0.7446216,
4917_0,0.04077932,
4918_0,0.1937334,
4919_0,0.026146583,
4920_0,5.955912E-4,
4921_0,0.07190399,
4922_0,0.011574278,
4923_0,0.3461364,
4924_0,0.13427818,
4925_0,0.07480193,
4927_0,1.613845E-4,
4928_0,0.04040314,
4929_0,0.059467323,
4930_0,0.15346517,
4931_0,0.5048811,
4932_0,0.029811779,
4933_0,0.022745373,
4935_0,0.059805986,
4936_0,0.025187261,
4937_0,0.021206433,
4938_0,0.0016017505,
4941_0,0.06990901,
4942_0,0.07861457,
4943_0,0.19251578,
4944_0,0.0034743112,
4945_0,0.052183375,
4946_0,0.051847916,
4947_0,0.0,
4949_0,0.4235666,
4950_0,0.37051523,
4951_0,0.021255642,
4952_0,0.51722586,
4954_0,0.027425515,
4956_0,0.04828285,
4957_0,0.42710063,
4958_0,0.14393163,
4959_0,0.45260724,
4960_0,0.014084049,
4961_0,0.06322298,
4962_0,0.12657104,
4963_0,0.056793272,
4964_0,0.08107138,
4965_0,0.04074844,
4966_0,0.625303,
4967_0,0.0036308898,
4968_0,0.02945278,
4969_0,0.37068975,
4970_0,0.048691656,
4971_0,0.05179892,
4972_0,0.87341774,
4973_0,0.48708057,
4974_0,0.019480564,
4975_0,0.06523299,
4976_0,0.2877813,
4977_0,0.16054201,
4978_0,0.03805007,
4979_0,0.0,
4980_0,0.25858423,
4981_0,0.02266115,
4982_0,0.020874903,
4983_0,0.037676312,
4984_0,0.64657277,
4985_0,0.021820374,
4986_0,0.42566794,
4987_0,0.92646164,
4988_0,0.018535625,
4989_0,0.0,
4990_0,0.055354808,
4991_0,0.0,
4992_0,0.39788565,
4993_0,0.07401289,
4994_0,0.6042937,
4995_0,0.048033126,
4996_0,0.4392283,
4997_0,0.019242914,
4998_0,0.057272565,
4999_0,0.0,
5000_0,0.06888089,
5001_0,0.07505394,
5002_0,0.11422724,
5003_0,0.028792156,
5004_0,0.34453338,
5005_0,0.026630847,
5006_0,0.002832161,
5007_0,0.0,
5008_0,0.0430156,
5009_0,0.08961499,
5010_0,0.55672944,
5011_0,0.44045174,
5012_0,9.198446E-4,
5013_0,0.3144482,
5014_0,0.31760135,
5015_0,0.51436144,
5016_0,0.09012972,
5017_0,0.4349053,
5018_0,0.0033681006,
5019_0,0.06990866,
5020_0,0.057467863,
5021_0,0.021211596,
5022_0,0.50874346,
5023_0,0.011425924,
5024_0,0.021745425,
5025_0,0.21451068,
5026_0,0.003886502,
5027_0,0.43516162,
5028_0,0.724641,
5029_0,0.015685951,
5030_0,0.16545057,
5031_0,0.11414959,
5032_0,0.03170029,
5033_0,0.5029347,
5034_0,0.04444213,
5035_0,0.23463774,
5036_0,0.8639076,
