Date,Time,NadirX-NAD83,NadirY-NAD83,Depth
6/6/2016,15:12:27,376555.7104,4625291.261,3.3
6/6/2016,15:12:28,376557.3604,4625293.871,3.3
6/6/2016,15:12:29,376559.0404,4625296.461,3.4
6/6/2016,15:12:30,376560.7304,4625299.051,3
6/6/2016,15:12:31,376562.4304,4625301.651,3.2
6/6/2016,15:12:32,376564.1404,4625304.261,2.8
6/6/2016,15:12:33,376565.8604,4625306.871,3.2
6/6/2016,15:12:34,376567.5804,4625309.501,3.4
6/6/2016,15:12:35,376569.3004,4625312.121,3.3
6/6/2016,15:12:36,376571.0304,4625314.761,3.5
6/6/2016,15:12:37,376572.7704,4625317.391,3.4
6/6/2016,15:12:38,376574.5104,4625320.031,3.4
6/6/2016,15:12:39,376576.2604,4625322.671,3.1
6/6/2016,15:12:40,376578.0104,4625325.301,3.5
6/6/2016,15:12:42,376579.7604,4625327.941,3.5
6/6/2016,15:12:43,376581.5204,4625330.571,3.6
6/6/2016,15:12:44,376583.2804,4625333.201,3.7
6/6/2016,15:12:45,376585.0504,4625335.831,3.6
6/6/2016,15:12:46,376586.8204,4625338.451,3.6
6/6/2016,15:12:47,376588.5904,4625341.061,3.2
6/6/2016,15:12:48,376590.3604,4625343.681,3.3
6/6/2016,15:12:49,376592.1304,4625346.281,3.3
6/6/2016,15:12:50,376593.9004,4625348.881,3.5
6/6/2016,15:12:51,376595.6604,4625351.481,3.4
6/6/2016,15:12:52,376597.4204,4625354.081,3.5
6/6/2016,15:12:53,376599.1804,4625356.671,3.3
6/6/2016,15:12:54,376600.9304,4625359.261,3.4
6/6/2016,15:12:55,376602.6704,4625361.851,3.4
6/6/2016,15:12:56,376604.4004,4625364.441,3.4
6/6/2016,15:12:57,376606.1304,4625367.021,3.6
6/6/2016,15:12:58,376607.8404,4625369.601,3.6
6/6/2016,15:13:00,376609.5504,4625372.191,3.5
6/6/2016,15:13:01,376611.2604,4625374.781,3.7
6/6/2016,15:13:02,376612.9704,4625377.381,3.8
6/6/2016,15:13:03,376614.6804,4625379.981,3.9
6/6/2016,15:13:04,376616.4004,4625382.591,4.1
6/6/2016,15:13:05,376618.1304,4625385.221,4
6/6/2016,15:13:06,376619.8704,4625387.861,4
6/6/2016,15:13:07,376621.6204,4625390.521,4.1
6/6/2016,15:13:08,376623.4004,4625393.201,4.2
6/6/2016,15:13:09,376625.1904,4625395.901,4.3
6/6/2016,15:13:10,376627.0104,4625398.631,4.3
6/6/2016,15:13:11,376628.8604,4625401.381,4.2
6/6/2016,15:13:12,376630.7204,4625404.141,4.4
6/6/2016,15:13:13,376632.6104,4625406.921,4.4
6/6/2016,15:13:14,376634.5104,4625409.721,4.3
6/6/2016,15:13:15,376636.4204,4625412.521,4.5
6/6/2016,15:13:17,376638.3304,4625415.321,4.6
6/6/2016,15:13:18,376640.2604,4625418.111,4.7
6/6/2016,15:13:19,376642.1804,4625420.901,4.8
6/6/2016,15:13:20,376644.1004,4625423.681,4.9
6/6/2016,15:13:21,376646.0104,4625426.451,5.1
6/6/2016,15:13:22,376647.9104,4625429.191,5
6/6/2016,15:13:24,376649.8004,4625431.911,5.1
6/6/2016,15:13:25,376651.6704,4625434.591,5
6/6/2016,15:13:26,376653.5304,4625437.261,5.1
6/6/2016,15:13:27,376655.3704,4625439.891,5.1
6/6/2016,15:13:28,376657.2004,4625442.511,5.2
6/6/2016,15:13:29,376659.0204,4625445.101,5.4
6/6/2016,15:13:30,376660.8204,4625447.681,5.4
6/6/2016,15:13:31,376662.6204,4625450.241,5.5
6/6/2016,15:13:32,376664.4104,4625452.801,5.5
6/6/2016,15:13:33,376666.2004,4625455.341,5.4
6/6/2016,15:13:34,376667.9804,4625457.881,5.5
6/6/2016,15:13:35,376669.7504,4625460.421,5.4
6/6/2016,15:13:36,376671.5304,4625462.961,5.6
6/6/2016,15:13:37,376673.3104,4625465.501,5.7
6/6/2016,15:13:38,376675.0904,4625468.051,5.6
6/6/2016,15:13:39,376676.8704,4625470.601,5.7
6/6/2016,15:13:40,376678.6604,4625473.161,5.6
6/6/2016,15:13:41,376680.4404,4625475.721,5.5
6/6/2016,15:13:43,376682.2304,4625478.281,5.5
6/6/2016,15:13:44,376684.0304,4625480.851,5.6
6/6/2016,15:13:45,376685.8204,4625483.421,5.6
6/6/2016,15:13:46,376687.6204,4625486.001,5.5
6/6/2016,15:13:47,376689.4304,4625488.571,5.5
6/6/2016,15:13:48,376691.2404,4625491.151,5.7
6/6/2016,15:13:49,376693.0604,4625493.741,5.7
6/6/2016,15:13:50,376694.8804,4625496.321,5.7
6/6/2016,15:13:51,376696.7104,4625498.911,5.7
6/6/2016,15:13:52,376698.5404,4625501.501,5.8
6/6/2016,15:13:53,376700.3704,4625504.091,5.8
6/6/2016,15:13:54,376702.2104,4625506.681,5.9
6/6/2016,15:13:55,376704.0304,4625509.261,5.9
6/6/2016,15:13:56,376705.8504,4625511.841,5.9
6/6/2016,15:13:57,376707.6704,4625514.421,6
6/6/2016,15:13:58,376709.4704,4625517.001,6
6/6/2016,15:13:59,376711.2604,4625519.571,6
6/6/2016,15:14:00,376713.0304,4625522.131,6.1
6/6/2016,15:14:02,376714.7904,4625524.691,6.3
6/6/2016,15:14:03,376716.5204,4625527.231,6.2
6/6/2016,15:14:04,376718.2304,4625529.771,6.2
6/6/2016,15:14:05,376719.9204,4625532.291,6.2
6/6/2016,15:14:06,376721.5704,4625534.761,6.3
6/6/2016,15:14:07,376723.1804,4625537.191,6.2
6/6/2016,15:14:08,376724.7404,4625539.541,6.2
6/6/2016,15:14:09,376726.2604,4625541.821,6.2
6/6/2016,15:14:10,376727.7104,4625543.991,6.3
6/6/2016,15:14:11,376729.1104,4625546.051,6.1
6/6/2016,15:14:12,376730.4304,4625547.991,6.1
6/6/2016,15:14:13,376731.6804,4625549.771,6.2
6/6/2016,15:14:14,376732.8504,4625551.401,6.2
6/6/2016,15:14:15,376733.9404,4625552.861,6.2
6/6/2016,15:14:16,376734.9304,4625554.121,6.2
6/6/2016,15:14:17,376735.8304,4625555.201,6.2
6/6/2016,15:14:18,376736.6504,4625556.131,6.1
6/6/2016,15:14:20,376737.4004,4625556.921,6.3
6/6/2016,15:14:21,376738.0904,4625557.611,6.2
6/6/2016,15:14:22,376738.7204,4625558.211,6.3
6/6/2016,15:14:23,376739.3104,4625558.761,6.2
6/6/2016,15:14:24,376739.8704,4625559.291,6.2
6/6/2016,15:14:25,376740.3904,4625559.811,6.2
6/6/2016,15:14:26,376740.9104,4625560.361,6.2
6/6/2016,15:14:27,376741.4104,4625560.961,6.2
6/6/2016,15:14:28,376741.9104,4625561.641,6.3
6/6/2016,15:14:29,376742.4304,4625562.421,6.2
6/6/2016,15:14:30,376742.9604,4625563.321,6.2
6/6/2016,15:14:31,376743.5304,4625564.371,6.1
6/6/2016,15:14:32,376744.1203,4625565.511,6.2
6/6/2016,15:14:33,376744.7603,4625566.711,6.2
6/6/2016,15:14:34,376745.4503,4625567.941,6.1
6/6/2016,15:14:35,376746.1903,4625569.161,6.1
6/6/2016,15:14:36,376747.0003,4625570.321,6.1
6/6/2016,15:14:37,376747.8703,4625571.391,6.1
6/6/2016,15:14:39,376748.8203,4625572.341,6.1
6/6/2016,15:14:40,376749.8503,4625573.121,6.2
6/6/2016,15:14:41,376750.9703,4625573.691,6.2
6/6/2016,15:14:42,376752.1903,4625574.031,6.2
6/6/2016,15:14:43,376753.5003,4625574.081,6.2
6/6/2016,15:14:44,376754.9203,4625573.831,6.2
6/6/2016,15:14:45,376756.4303,4625573.311,6.2
6/6/2016,15:14:46,376758.0103,4625572.551,6.2
6/6/2016,15:14:47,376759.6403,4625571.591,6.2
6/6/2016,15:14:48,376761.3103,4625570.461,6.3
6/6/2016,15:14:49,376762.9803,4625569.221,6.4
6/6/2016,15:14:50,376764.6503,4625567.901,6.7
6/6/2016,15:14:51,376766.2903,4625566.531,6.8
6/6/2016,15:14:52,376767.8903,4625565.161,6.6
6/6/2016,15:14:53,376769.4303,4625563.821,6.5
6/6/2016,15:14:54,376770.8803,4625562.561,6.6
6/6/2016,15:14:55,376772.2303,4625561.411,6.8
6/6/2016,15:14:56,376773.4703,4625560.401,7
6/6/2016,15:14:58,376774.5803,4625559.551,7.1
6/6/2016,15:14:59,376775.5803,4625558.831,7
6/6/2016,15:15:00,376776.4803,4625558.241,6.9
6/6/2016,15:15:01,376777.2903,4625557.741,6.9
6/6/2016,15:15:02,376778.0203,4625557.341,6.8
6/6/2016,15:15:03,376778.6803,4625557.001,6.8
6/6/2016,15:15:04,376779.2803,4625556.731,6.8
6/6/2016,15:15:05,376779.8203,4625556.491,6.8
6/6/2016,15:15:06,376780.3203,4625556.271,6.7
6/6/2016,15:15:07,376780.7903,4625556.061,6.6
6/6/2016,15:15:08,376781.2403,4625555.831,6.5
6/6/2016,15:15:09,376781.6703,4625555.591,6.5
6/6/2016,15:15:10,376782.1003,4625555.311,6.6
6/6/2016,15:15:11,376782.5303,4625555.021,6.6
6/6/2016,15:15:12,376782.9603,4625554.741,6.6
6/6/2016,15:15:13,376783.4003,4625554.481,6.7
6/6/2016,15:15:14,376783.8403,4625554.261,6.9
6/6/2016,15:15:15,376784.3003,4625554.111,6.9
6/6/2016,15:15:17,376784.7703,4625554.041,7
6/6/2016,15:15:18,376785.2603,4625554.071,7
6/6/2016,15:15:19,376785.7803,4625554.221,7.1
6/6/2016,15:15:20,376786.3203,4625554.511,7.1
6/6/2016,15:15:21,376786.8903,4625554.951,7
6/6/2016,15:15:22,376787.4903,4625555.571,7.1
6/6/2016,15:15:23,376788.1303,4625556.371,7.2
6/6/2016,15:15:24,376788.7903,4625557.341,7.1
6/6/2016,15:15:25,376789.4803,4625558.451,7.1
6/6/2016,15:15:26,376790.1803,4625559.681,7.1
6/6/2016,15:15:27,376790.8803,4625561.011,7.1
6/6/2016,15:15:28,376791.5703,4625562.401,7
6/6/2016,15:15:29,376792.2503,4625563.841,7.2
6/6/2016,15:15:30,376792.9103,4625565.301,7.2
6/6/2016,15:15:31,376793.5303,4625566.751,7.1
6/6/2016,15:15:32,376794.1103,4625568.171,7.2
6/6/2016,15:15:33,376794.6503,4625569.531,7.1
6/6/2016,15:15:34,376795.1203,4625570.821,7.2
6/6/2016,15:15:36,376795.5303,4625572.001,7.2
6/6/2016,15:15:37,376795.8803,4625573.071,7.2
6/6/2016,15:15:38,376796.1803,4625574.061,7.3
6/6/2016,15:15:39,376796.4203,4625574.961,7.3
6/6/2016,15:15:40,376796.6303,4625575.781,7.4
6/6/2016,15:15:41,376796.8003,4625576.551,7.4
6/6/2016,15:15:42,376796.9503,4625577.261,7.3
6/6/2016,15:15:43,376797.0703,4625577.931,7.3
6/6/2016,15:15:44,376797.1903,4625578.571,7.3
6/6/2016,15:15:45,376797.3103,4625579.191,7.2
6/6/2016,15:15:46,376797.4203,4625579.801,7.2
6/6/2016,15:15:47,376797.5503,4625580.411,7.2
6/6/2016,15:15:48,376797.7003,4625581.041,7.3
6/6/2016,15:15:49,376797.8703,4625581.671,7.3
6/6/2016,15:15:50,376798.0603,4625582.321,7.3
6/6/2016,15:15:51,376798.2703,4625582.971,7.3
6/6/2016,15:15:52,376798.5003,4625583.631,7.3
6/6/2016,15:15:53,376798.7503,4625584.271,7.2
6/6/2016,15:15:55,376799.0103,4625584.911,7.2
6/6/2016,15:15:56,376799.2803,4625585.541,7.2
6/6/2016,15:15:57,376799.5603,4625586.141,7.1
6/6/2016,15:15:58,376799.8603,4625586.721,7.1
6/6/2016,15:15:59,376800.1603,4625587.271,7
6/6/2016,15:16:00,376800.4703,4625587.781,7
6/6/2016,15:16:01,376800.7903,4625588.261,7
6/6/2016,15:16:02,376801.1103,4625588.691,7.1
6/6/2016,15:16:03,376801.4303,4625589.091,7.1
6/6/2016,15:16:04,376801.7603,4625589.471,7.2
6/6/2016,15:16:05,376802.0803,4625589.841,7.2
6/6/2016,15:16:06,376802.4003,4625590.211,7.2
6/6/2016,15:16:07,376802.7203,4625590.601,7.2
6/6/2016,15:16:08,376803.0403,4625591.021,7.2
6/6/2016,15:16:09,376803.3503,4625591.471,7.3
6/6/2016,15:16:10,376803.6503,4625591.971,7.3
6/6/2016,15:16:11,376803.9503,4625592.531,7.2
6/6/2016,15:16:12,376804.2403,4625593.171,7.3
6/6/2016,15:16:13,376804.5103,4625593.891,7.3
6/6/2016,15:16:15,376804.7803,4625594.701,6.5
6/6/2016,15:16:16,376805.0303,4625595.601,5.9
6/6/2016,15:16:17,376805.2703,4625596.581,7.3
6/6/2016,15:16:18,376805.5003,4625597.611,7.3
6/6/2016,15:16:19,376805.7203,4625598.691,7.3
6/6/2016,15:16:20,376805.9303,4625599.801,7.3
6/6/2016,15:16:21,376806.1303,4625600.921,7.3
6/6/2016,15:16:22,376806.3203,4625602.051,7.3
6/6/2016,15:16:23,376806.4903,4625603.151,7.3
6/6/2016,15:16:24,376806.6603,4625604.231,7.2
6/6/2016,15:16:25,376806.8203,4625605.271,7.3
6/6/2016,15:16:26,376806.9703,4625606.241,7.2
6/6/2016,15:16:27,376807.1103,4625607.151,7.3
6/6/2016,15:16:28,376807.2403,4625607.971,7.2
6/6/2016,15:16:29,376807.3703,4625608.721,7.3
6/6/2016,15:16:30,376807.4903,4625609.411,7.3
6/6/2016,15:16:31,376807.6003,4625610.041,7.4
6/6/2016,15:16:32,376807.7203,4625610.621,7.4
6/6/2016,15:16:34,376807.8303,4625611.161,7.4
6/6/2016,15:16:35,376807.9403,4625611.661,7.4
6/6/2016,15:16:36,376808.0603,4625612.131,7.3
6/6/2016,15:16:37,376808.1703,4625612.581,7.3
6/6/2016,15:16:38,376808.3003,4625613.021,7.3
6/6/2016,15:16:39,376808.4203,4625613.451,7.3
6/6/2016,15:16:40,376808.5603,4625613.871,7.5
6/6/2016,15:16:41,376808.7103,4625614.311,7.5
6/6/2016,15:16:42,376808.8603,4625614.761,7.5
6/6/2016,15:16:43,376809.0203,4625615.211,7.5
6/6/2016,15:16:44,376809.2003,4625615.681,7.5
6/6/2016,15:16:45,376809.3803,4625616.161,7.5
6/6/2016,15:16:46,376809.5603,4625616.641,7.5
6/6/2016,15:16:47,376809.7503,4625617.121,7.5
6/6/2016,15:16:48,376809.9503,4625617.611,7.5
6/6/2016,15:16:49,376810.1503,4625618.101,7.5
6/6/2016,15:16:50,376810.3503,4625618.601,7.6
6/6/2016,15:16:51,376810.5603,4625619.091,7.6
6/6/2016,15:16:53,376810.7703,4625619.581,7.6
6/6/2016,15:16:54,376810.9803,4625620.061,7.6
6/6/2016,15:16:55,376811.1903,4625620.541,7.6
6/6/2016,15:16:56,376811.4003,4625621.021,7.6
6/6/2016,15:16:57,376811.6003,4625621.491,7.6
6/6/2016,15:16:58,376811.8103,4625621.961,7.6
6/6/2016,15:16:59,376812.0103,4625622.431,7.6
6/6/2016,15:17:00,376812.2103,4625622.901,7.7
6/6/2016,15:17:01,376812.4003,4625623.381,7.6
6/6/2016,15:17:02,376812.5903,4625623.861,7.6
6/6/2016,15:17:03,376812.7803,4625624.351,7.6
6/6/2016,15:17:04,376812.9603,4625624.841,7.6
6/6/2016,15:17:05,376813.1303,4625625.351,7.7
6/6/2016,15:17:06,376813.2903,4625625.861,7.7
6/6/2016,15:17:07,376813.4503,4625626.391,7.7
6/6/2016,15:17:09,376813.6003,4625626.931,7.7
6/6/2016,15:17:10,376813.7403,4625627.471,7.8
6/6/2016,15:17:11,376813.8803,4625628.011,7.8
6/6/2016,15:17:13,376814.0203,4625628.561,7.9
6/6/2016,15:17:14,376814.1703,4625629.101,8
6/6/2016,15:17:15,376814.3203,4625629.631,8
6/6/2016,15:17:16,376814.4803,4625630.151,7.9
6/6/2016,15:17:18,376814.6503,4625630.651,7.9
6/6/2016,15:17:19,376814.8303,4625631.141,7.8
6/6/2016,15:17:20,376815.0303,4625631.601,7.8
6/6/2016,15:17:21,376815.2403,4625632.031,7.8
6/6/2016,15:17:23,376815.4803,4625632.431,7.8
6/6/2016,15:17:24,376815.7403,4625632.801,7.8
6/6/2016,15:17:25,376816.0303,4625633.131,7.8
6/6/2016,15:17:26,376816.3303,4625633.431,7.8
6/6/2016,15:17:28,376816.6403,4625633.721,7.8
6/6/2016,15:17:29,376816.9603,4625634.001,7.8
6/6/2016,15:17:30,376817.2703,4625634.291,7.8
6/6/2016,15:17:31,376817.5703,4625634.611,7.8
6/6/2016,15:17:33,376817.8503,4625634.951,7.8
6/6/2016,15:17:34,376818.1103,4625635.331,7.8
6/6/2016,15:17:35,376818.3403,4625635.761,7.8
6/6/2016,15:17:37,376818.5303,4625636.261,7.8
6/6/2016,15:17:38,376818.6703,4625636.831,7.9
6/6/2016,15:17:39,376818.7603,4625637.481,7.8
6/6/2016,15:17:40,376818.7903,4625638.241,7.8
6/6/2016,15:17:42,376818.7603,4625639.091,7.8
6/6/2016,15:17:43,376818.6703,4625640.031,7.8
6/6/2016,15:17:44,376818.5403,4625641.051,7.8
6/6/2016,15:17:45,376818.3603,4625642.151,7.8
6/6/2016,15:17:47,376818.1503,4625643.301,7.9
6/6/2016,15:17:48,376817.9003,4625644.511,7.9
6/6/2016,15:17:49,376817.6403,4625645.761,7.7
6/6/2016,15:17:50,376817.3603,4625647.041,7.8
6/6/2016,15:17:52,376817.0603,4625648.341,7.8
6/6/2016,15:17:53,376816.7703,4625649.651,7.8
6/6/2016,15:17:54,376816.4803,4625650.971,7.7
6/6/2016,15:17:55,376816.1903,4625652.281,7.7
6/6/2016,15:17:56,376815.9303,4625653.571,7.6
6/6/2016,15:17:57,376815.6703,4625654.841,7.6
6/6/2016,15:17:58,376815.4203,4625656.071,7.6
6/6/2016,15:17:59,376815.1503,4625657.261,7.5
6/6/2016,15:18:01,376814.8503,4625658.391,7.6
6/6/2016,15:18:02,376814.5203,4625659.451,7.7
6/6/2016,15:18:03,376814.1303,4625660.451,7.7
6/6/2016,15:18:04,376813.6803,4625661.361,7.8
6/6/2016,15:18:05,376813.1503,4625662.171,7.8
6/6/2016,15:18:06,376812.5203,4625662.881,7.7
6/6/2016,15:18:08,376811.7903,4625663.481,7.6
6/6/2016,15:18:09,376810.9403,4625663.961,7.6
6/6/2016,15:18:10,376809.9603,4625664.311,7.6
6/6/2016,15:18:11,376808.8503,4625664.521,7.7
6/6/2016,15:18:12,376807.6203,4625664.571,7.7
6/6/2016,15:18:13,376806.2903,4625664.471,7.7
6/6/2016,15:18:14,376804.8703,4625664.211,7.7
6/6/2016,15:18:16,376803.3803,4625663.761,7.6
6/6/2016,15:18:17,376801.8503,4625663.141,7.4
6/6/2016,15:18:18,376800.2903,4625662.321,7.4
6/6/2016,15:18:19,376798.7003,4625661.291,7.1
6/6/2016,15:18:20,376797.1203,4625660.061,7.2
6/6/2016,15:18:21,376795.5603,4625658.611,7.1
6/6/2016,15:18:22,376794.0403,4625656.931,7.2
6/6/2016,15:18:23,376792.5603,4625655.021,7
6/6/2016,15:18:24,376791.1503,4625652.871,6.8
6/6/2016,15:18:25,376789.8003,4625650.511,6.7
6/6/2016,15:18:26,376788.4803,4625647.971,6.8
6/6/2016,15:18:27,376787.2103,4625645.271,6.9
6/6/2016,15:18:28,376785.9603,4625642.441,6.9
6/6/2016,15:18:29,376784.7403,4625639.511,6.9
6/6/2016,15:18:31,376783.5203,4625636.491,7
6/6/2016,15:18:32,376782.3003,4625633.421,6.9
6/6/2016,15:18:33,376781.0803,4625630.331,6.8
6/6/2016,15:18:34,376779.8403,4625627.231,7
6/6/2016,15:18:35,376778.5803,4625624.161,7
6/6/2016,15:18:36,376777.2903,4625621.141,7
6/6/2016,15:18:37,376775.9503,4625618.191,7.2
6/6/2016,15:18:38,376774.5803,4625615.311,7.3
6/6/2016,15:18:39,376773.1803,4625612.491,7.2
6/6/2016,15:18:40,376771.7403,4625609.721,7.3
6/6/2016,15:18:41,376770.2703,4625606.991,7.3
6/6/2016,15:18:42,376768.7903,4625604.311,7.2
6/6/2016,15:18:43,376767.2803,4625601.661,7.2
6/6/2016,15:18:45,376765.7503,4625599.031,7.2
6/6/2016,15:18:46,376764.2003,4625596.421,7
6/6/2016,15:18:47,376762.6503,4625593.821,6.8
6/6/2016,15:18:48,376761.0903,4625591.231,6.5
6/6/2016,15:18:49,376759.5203,4625588.631,6.4
6/6/2016,15:18:50,376757.9503,4625586.031,6.4
6/6/2016,15:18:51,376756.3803,4625583.421,6.4
6/6/2016,15:18:52,376754.8103,4625580.801,6.3
6/6/2016,15:18:53,376753.2303,4625578.181,6.3
6/6/2016,15:18:54,376751.6503,4625575.561,6.3
6/6/2016,15:18:55,376750.0703,4625572.941,6.2
6/6/2016,15:18:56,376748.4903,4625570.321,6.2
6/6/2016,15:18:57,376746.9103,4625567.701,6.1
6/6/2016,15:18:58,376745.3203,4625565.081,6.2
6/6/2016,15:19:00,376743.7403,4625562.471,6.2
6/6/2016,15:19:01,376742.1504,4625559.861,6.3
6/6/2016,15:19:02,376740.5504,4625557.261,6.6
6/6/2016,15:19:03,376738.9604,4625554.681,6.5
6/6/2016,15:19:04,376737.3704,4625552.091,6.5
6/6/2016,15:19:05,376735.7704,4625549.521,6.5
6/6/2016,15:19:06,376734.1704,4625546.951,6.3
6/6/2016,15:19:07,376732.5804,4625544.391,6.2
6/6/2016,15:19:08,376730.9804,4625541.821,6.3
6/6/2016,15:19:09,376729.3904,4625539.261,6.5
6/6/2016,15:19:10,376727.8004,4625536.701,6.5
6/6/2016,15:19:11,376726.2104,4625534.141,6.5
6/6/2016,15:19:12,376724.6304,4625531.581,6.5
6/6/2016,15:19:14,376723.0504,4625529.011,6.4
6/6/2016,15:19:15,376721.4704,4625526.431,6.3
6/6/2016,15:19:16,376719.9004,4625523.851,6.3
6/6/2016,15:19:17,376718.3404,4625521.271,6.3
6/6/2016,15:19:18,376716.7704,4625518.681,6.2
6/6/2016,15:19:19,376715.2104,4625516.081,6.3
6/6/2016,15:19:20,376713.6504,4625513.471,6.2
6/6/2016,15:19:21,376712.0804,4625510.861,6.2
6/6/2016,15:19:22,376710.5104,4625508.251,6.2
6/6/2016,15:19:23,376708.9304,4625505.621,6.1
6/6/2016,15:19:24,376707.3404,4625503.001,6
6/6/2016,15:19:25,376705.7504,4625500.361,5.9
6/6/2016,15:19:26,376704.1404,4625497.731,5.9
6/6/2016,15:19:27,376702.5204,4625495.081,5.8
6/6/2016,15:19:29,376700.8904,4625492.441,5.7
6/6/2016,15:19:30,376699.2404,4625489.781,5.7
6/6/2016,15:19:31,376697.5804,4625487.131,5.8
6/6/2016,15:19:32,376695.9204,4625484.481,5.8
6/6/2016,15:19:33,376694.2404,4625481.821,5.8
6/6/2016,15:19:34,376692.5704,4625479.171,5.8
6/6/2016,15:19:35,376690.9004,4625476.521,5.8
6/6/2016,15:19:36,376689.2204,4625473.881,5.7
6/6/2016,15:19:37,376687.5604,4625471.251,5.6
6/6/2016,15:19:38,376685.9004,4625468.621,5.7
6/6/2016,15:19:39,376684.2504,4625466.011,5.5
6/6/2016,15:19:40,376682.6204,4625463.401,5.6
6/6/2016,15:19:41,376681.0004,4625460.811,5.6
6/6/2016,15:19:43,376679.4004,4625458.231,5.7
6/6/2016,15:19:44,376677.8104,4625455.671,5.7
6/6/2016,15:19:45,376676.2304,4625453.111,5.8
6/6/2016,15:19:46,376674.6604,4625450.551,5.7
6/6/2016,15:19:47,376673.0904,4625448.011,5.7
6/6/2016,15:19:48,376671.5204,4625445.461,5.5
6/6/2016,15:19:49,376669.9504,4625442.911,5.6
6/6/2016,15:19:50,376668.3804,4625440.361,5.4
6/6/2016,15:19:51,376666.8004,4625437.801,5.4
6/6/2016,15:19:52,376665.2104,4625435.241,5.3
6/6/2016,15:19:53,376663.6004,4625432.671,5.4
6/6/2016,15:19:54,376661.9904,4625430.091,5.4
6/6/2016,15:19:55,376660.3504,4625427.491,5.2
6/6/2016,15:19:57,376658.7104,4625424.891,5.2
6/6/2016,15:19:58,376657.0504,4625422.281,5.1
6/6/2016,15:19:59,376655.3904,4625419.651,5.1
6/6/2016,15:20:00,376653.7204,4625417.021,5.1
6/6/2016,15:20:01,376652.0604,4625414.391,4.9
6/6/2016,15:20:02,376650.3904,4625411.751,4.8
6/6/2016,15:20:03,376648.7204,4625409.101,4.8
6/6/2016,15:20:04,376647.0604,4625406.451,4.7
6/6/2016,15:20:05,376645.4104,4625403.801,4.8
6/6/2016,15:20:06,376643.7804,4625401.151,4.6
6/6/2016,15:20:07,376642.1504,4625398.491,4.5
6/6/2016,15:20:08,376640.5404,4625395.841,4.1
6/6/2016,15:20:09,376638.9404,4625393.191,4.1
6/6/2016,15:20:10,376637.3504,4625390.551,4.2
6/6/2016,15:20:12,376635.7704,4625387.901,4.2
6/6/2016,15:20:13,376634.1904,4625385.271,4.4
6/6/2016,15:20:14,376632.6204,4625382.641,4
6/6/2016,15:20:15,376631.0504,4625380.011,4.1
6/6/2016,15:20:16,376629.4804,4625377.401,4
6/6/2016,15:20:17,376627.9004,4625374.801,4.1
6/6/2016,15:20:18,376626.3204,4625372.211,4.1
6/6/2016,15:20:19,376624.7304,4625369.631,3.9
6/6/2016,15:20:20,376623.1304,4625367.061,3.9
6/6/2016,15:20:21,376621.5204,4625364.511,4.1
6/6/2016,15:20:22,376619.9004,4625361.961,3.9
6/6/2016,15:20:23,376618.2704,4625359.431,3.8
6/6/2016,15:20:24,376616.6404,4625356.901,3.9
6/6/2016,15:20:25,376614.9904,4625354.371,3.8
6/6/2016,15:20:27,376613.3504,4625351.831,4.1
6/6/2016,15:20:28,376611.7004,4625349.301,3.9
6/6/2016,15:20:29,376610.0404,4625346.751,3.9
6/6/2016,15:20:30,376608.3904,4625344.201,3.6
6/6/2016,15:20:31,376606.7304,4625341.631,3.7
6/6/2016,15:20:32,376605.0804,4625339.041,3.7
6/6/2016,15:20:33,376603.4304,4625336.441,3.6
6/6/2016,15:20:34,376601.7804,4625333.811,3.7
6/6/2016,15:20:35,376600.1304,4625331.161,3.5
6/6/2016,15:20:36,376598.4904,4625328.501,3.8
6/6/2016,15:20:37,376596.8404,4625325.831,4
6/6/2016,15:20:38,376595.2004,4625323.151,3.9
6/6/2016,15:20:39,376593.5604,4625320.461,3.4
6/6/2016,15:20:40,376591.9204,4625317.761,3.7
6/6/2016,15:20:42,376590.2804,4625315.071,3.5
6/6/2016,15:20:43,376588.6404,4625312.371,3.7
6/6/2016,15:20:44,376587.0004,4625309.691,3.6
6/6/2016,15:20:45,376585.3604,4625307.011,3.8
6/6/2016,15:20:46,376583.7104,4625304.341,3.6
6/6/2016,15:20:47,376582.0604,4625301.681,3.6
6/6/2016,15:20:48,376580.4104,4625299.041,3.7
6/6/2016,15:20:49,376578.7604,4625296.411,3.8
6/6/2016,15:20:50,376577.1004,4625293.801,3.4
6/6/2016,15:20:51,376575.4504,4625291.201,3.2
6/6/2016,15:20:52,376573.7904,4625288.611,3.7
6/6/2016,15:20:53,376572.1304,4625286.041,3.4
6/6/2016,15:20:54,376570.4704,4625283.491,3.5
6/6/2016,15:20:55,376568.8104,4625280.951,3.5
6/6/2016,15:20:57,376567.1504,4625278.421,3.4
6/6/2016,15:20:58,376565.4804,4625275.911,3.4
6/6/2016,15:20:59,376563.8204,4625273.421,3.2
6/6/2016,15:21:00,376562.1604,4625270.941,3.2
6/6/2016,15:21:01,376560.5004,4625268.461,3.4
6/6/2016,15:21:02,376558.8504,4625265.991,3.2
6/6/2016,15:21:03,376557.2104,4625263.501,3.1
6/6/2016,15:21:04,376555.5804,4625260.991,3
6/6/2016,15:21:05,376553.9704,4625258.451,2.8
6/6/2016,15:21:06,376552.3704,4625255.881,2.6
6/6/2016,15:21:07,376550.8004,4625253.251,2.5
6/6/2016,15:21:08,376549.2604,4625250.571,2.2
